"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  Rule",14934,,,MP9422,,,,,,[FIXED]149.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14935,,,MP9423,,,,,,[FIXED]159.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14936,,,MP9424,,,,,,[FIXED]174.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14937,,,MP9425,,,,,,[FIXED]179.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14938,,,MP9426,,,,,,[FIXED]199.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,4058,"Leisurewize Low Wattage Electric Oven 14L",P,LW609,,Leisurewize,,Right,"<h1>Leisurewize Low Wattage Electric Oven 14L&nbsp;</h1> <h2>Home-cooked Meals, Anywhere.</h2> <p>The Leisurewize Low Wattage Electric Oven is a compact electric oven for those with limited kitchen space. Ideal for small kitchens, student living, staff rooms, and even caravans and campervans, this 14L electric oven offers convenience and functionality without taking up much room. Its small size makes it easy to store and transport, while its versatile cooking functions &ndash; grill, roast, and bake &ndash; allow you to create a variety of dishes.</p> <p>The Leisurewize Low Wattage Electric Oven also includes a 60-minute timer featuring automatic shut-off and an audible alarm, preventing overcooking and ensuring safety. The adjustable thermostat allows for precise temperature control with a maximum of 240&deg;C, ensuring your food is cooked to perfection, even with limited power sources and all Leisurewize Low Wattage Electric Oven&nbsp;come complete with a grill rack, baking tray, and tray handle for added convenience.</p> <h3>Leisurewize Low Wattage Electric Oven Features:</h3> <ul> <li>Three cooking functions: grill, roast, and bake.</li> <li>Adjustable Thermostat</li> <li>60-Minute Timer with Auto-Shutoff</li> <li>Stainless Steel Heating Elements</li> <li>Includes Accessories: grill rack, baking tray, and tray handle</li> </ul> <h4>Technical Specifications</h4> <ul> <li>Stainless steel heating elements</li> <li>Includes grill rack, baking tray &amp; tray handle</li> <li>Capacity: 14L</li> <li>Low Wattage: 1200W</li> <li>Packaged Dimensions: 26cm x 43cm x 32cm</li> <li>Packed Weight: 5.15KG</li> </ul>",64.95,0.00,0.00,0.00,0.0000,N,"The Leisurewize Low Wattage Electric Oven 14L comes with a 1 Year Manufacturer Warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"# Available for next working day delivery",none,0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Ovens, Grills & Cookers;Caravan, Campervan & Motorhome",22296,y/455/LW609-4-Edit_1000x1000__48366.jpg,"Leisurewize Low Wattage Electric Oven 14L (LW609)",Y,0,22297,h/828/LW609-14-Edit_1000x1000__33939.jpg,"Leisurewize Low Wattage Compact Electric Oven 14L (LW609) for Campervans",N,1,22298,p/646/LW609-free-items-RGB300_1000x1000__27885.jpg,"Leisurewize Low Wattage Compact Electric Oven 14L (LW609) for Camping",N,2,22300,k/110/LW609-In-Studio-27-2_1000x1000__31166.jpg,"Leisurewize Low Wattage Electric Oven 14L (LW609) with adjustable thermostat and  three cooking functions",N,3,22299,u/597/LW609-In-Studio-2_1000x1000__15926.jpg,"Leisurewize Low Wattage Electric Oven 14L (LW609) with included grill rack, baking tray and tray handle",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"electric oven, small electric oven, compact electric oven, mini electric oven, countertop electric oven, tabletop electric oven, 14L electric oven, low wattage electric oven, Leisurewize electric oven, Leisurewize LW609, Leisurewize 14L oven, LW609,MBP","Leisurewize Low Wattage Electric Oven 14L","electric oven, small oven, compact oven, mini oven, countertop oven, tabletop oven, baking oven, grilling oven, roasting oven, 14L oven, low wattage oven, 1200W oven, kitchen appliances, cooking appliances, campervan oven, caravan oven, motorhome oven, RV oven, camping oven, travel oven, portable oven, outdoor cooking, camping gear, camping essentials, student oven, apartment oven, small kitchen oven, dorm room oven, space-saving oven,  Leisurewize, Leisurewise, Leisurewize Low Wattage Electric Oven, Leisurewize  Electric Oven","Cook delicious meals on the road with the Leisurewize 14L Electric Oven. Compact and portable, it's perfect for campervans and features 3 cooking functions, a 60-minute timer, and adjustable thermostat for easy and safe cooking.",,,,New,N,N,,N,,,-11,"Default Tax Class",5.03E+12,N,/leisurewize/low/wattage/electric/oven/14l/,,,LW609,,"Model=LW609;""Dimensions H  (mm)=260"";""Dimensions W (mm)=430"";""Dimensions D (mm)=320"";""Glass Lid=N/A"";Fuel=230V;""Grill Capacity=N/A"";""Grill Output=N/A"";""Oven Capacity=14L"";""Oven Output=1200W"";""No. Of Hobs=N/A"";""Hob Output - Gas=N/A"";""Hob Output - Electric=N/A"";""Ignition Type=N/A"";""Weight (kg)=5.15Kg"";SKU=LW609"
Product,4059,"Igloo Latitude 30 Camping Ice Cooler Box",P,Lati30,,Igloo,"Igloo Latitude 30 Colours",Right,"<h1 style=""text-align: justify;"">Igloo Latitude 30 Ice Cool Box</h1> <p style=""text-align: justify;"">Brilliant for the beach, picnics and family days out, the <em>Igloo Latitude 30</em> is the perfect cool box for any adventure. Ensure your drinks and snacks stay cold even in hot weather due to the Igloo Latitude's 30 litre insulated capacity which shape is not just slimline but also ergonomic as well as being easy to carry.</p> <p style=""text-align: justify;"">Available in a range vibrant colours, the Igloo latitude 30 portable ice cool box is rated for up to 3 days ice retention!</p> <h2 style=""text-align: justify;"">Igloo Latitude 30 Features</h2> <ul style=""text-align: justify;""> <li><span>Eco-friendly Igloo THERMECOOL insulation</span></li> <li>Moulded side handles</li> <li><em>Cool Riser Technology</em></li> <li>Curved back comfortably hugs body for carrying comfort</li> <li>Up-to 3 days ice retention</li> </ul> <p style=""text-align: justify;""><img class=""__mce_add_custom__"" title=""igloo-contour-30-icebox.jpg"" src=""https://cdn7.bigcommerce.com/s-kv1zprgzvc/product_images/uploaded_images/igloo-contour-30-icebox.jpg"" alt=""igloo-contour-30-icebox.jpg"" width=""184"" height=""117"" /></p> <h2 style=""text-align: justify;"">Other Details:</h2> <ul style=""text-align: justify;""> <li><span><strong>Model</strong>:&nbsp;</span>Igloo Latitude 30 Cool Box</li> <li><span><strong>Model Number</strong>:</span>&nbsp;Various</li> <li><span><strong>Capacity</strong>:&nbsp;</span>30 Quarts</li> <li><strong>Exterior Dimensions</strong>: (L x W x H) 46.78cm L x 33.66cm W x 42.7cm D</li> <li><strong>Interior Dimensions - Top</strong>: (L x W x H) 35.7 x 21.2 x 34.2</li> <li><strong>Interior Dimensions - Bottom</strong>: (L x W x H) 38.4 x 23.0 x 34.2</li> <li><span><strong>Weight</strong>:</span>&nbsp;3.26 Kg</li> <li><span><strong>SKU</strong>:</span>&nbsp;Red IG50334, <span>Blue IG50332, Teal&nbsp;<a>49600</a></span></li> </ul>",49.95,0.00,0.00,0.00,0.0000,N,"The Igloo Latitude 30 has a 1 year warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"The Igloo Latitude 30 is available on next-day delivery","by option",14,0,"Fridges & Coolboxes/Cool Boxes;Fridges & Coolboxes/Cool Boxes/Camping Cool Boxes;Camping;Camping/Cooling;Camping/Cooling/Camping Cool Boxes;Fridges & Coolboxes",22313,w/634/igloo-latitude-30-cooler-cool-box-2__77488.jpg,"Igloo Latitude 30 Camping Ice Cooler Box",Y,0,22309,c/632/50332_1__39292.jpg,"Slimline design makes carrying easy",N,1,22311,s/606/50332_4__82303.jpg,"The Igloo Latitude 30 keeps food and drink chilled for days out.",N,2,22308,z/443/50332_3__99481.jpg,"Igloo Latitude 30 has a large capacity.",N,3,22310,k/120/50332_2__82098.jpg,"Build-in cup holders in the lid.",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50332,  50334, 49600, 50489, igloo, latitude 30, cooler, cool box, ice box, CNS, CS","Igloo Latitude 30 Camping Ice Cooler Box","50332,  50334, 49600, 50489, igloo, latitude 30, cooler, cool box, ice box","The Igloo Latitude 30 keeps drinks and food chilled up to 3 days. Eco-friendly insulation and Cool Riser Technology. Perfect for picnics, beaches, BBQs and more",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/camping/cooler/cool-box/igloo/latitude-30/,,,,,
"  SKU",9097,[CS]Color=Blue:#021fc4,,50332,,,,,,,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9098,[CS]Color=Red:#e63c41,,50334,,,,,,,0.00,,,,N,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9099,[CS]Color=Teal:#31e0cf,,49600,,,,,,57.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",14800,,,50332,,,,,,,,,,,,,,,,,Y,Y,,,,,,,14800_source_1734518641.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14801,,,50334,,,,,,,,,,,,,,,,,Y,Y,,,,,,,14801_source_1734518657.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14802,,,49600,,,,,,[FIXED]57.95,,,,,,,,,,,Y,Y,,,,,,,14802_source_1734518674.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
