"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,2728,"Dometic Spare -  Cassette Toilet Tank Cap Lid",P,4450017330,,Dometic,,Right,"<h1>Dometic 4450017330 Cassette Toilet Tank Cap Lid</h1> <h2>Genuine Dometic toilet cap for select campervan, caravan and motorhome toilets&nbsp;</h2> <p>This genuine Dometic spare part replaces your cassette toilet cap and lid. It comes complete with a rubber seal.</p> <h3>Compatible with Dometic Toilets:&nbsp;</h3> <ul> <li>CTW4110</li> <li>CTS4110</li> <li>CTW3110</li> <li>CTW3050</li> <li>CTW4050</li> </ul> <p>Part no.&nbsp;4450017330</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",32.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic toilet tank cap is sent via 2-3 day delivery","by product",22,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Toilet Spares",11951,d/684/2426013138_MAIN_498_0_0_0_498_4983__38347.jpg,"Dometic Cassette toilet tank lid for caravan, campervan and motorhome toilets",Y,0,12027,x/973/4450017330_2_jls__08308.jpg,"Dometic toilet tank lid for cassette toilets in campervan, caravan, motorhome & marine toilets",N,1,12028,f/564/4450017330_5_jls__83847.jpg,"Dometic cassette toilet tank lid in white with large o ring seal",N,2,12029,i/095/4450017330_6_jls__62534.jpg,"Toilet tank lid with external fittings",N,3,12030,t/075/4450017330_4_jls__94005.jpg,"Cassette tank lid for dometic leisure toilets",N,4,12031,k/576/4450017330_3_jls__98849.jpg,"Dometic Cassette toilet tank lid for caravan, campervan and motorhome toilets",N,5,11939,b/386/Dometic_spare_parts__91029.JPG,"Dometic spare cassette toilet tank cap for CTW4110, CTS4110, CTW3110, CTW3050, CTW4050",N,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dometic, spare, spares, toilet, cap, lid, 4450017330","Dometic Spare -  Cassette Toilet Tank Cap Lid 4450017330 ","dometic, spare, cassette, toilet, cap, lid, 4450017330, replacement,","Genuine Dometic toilet cap for select campervan/caravan/motorhome toilets. This Dometic spare part replaces your cassette toilet cap & lid. Part no. 4450017330",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/spares/dometic/toilet/tank-cap/4450017330/,,,4450017330,,
Product,2729,"Dometic Spare - Toilet Float Arm",P,4450017503,,Dometic,,Right,"<h1>Dometic Toilet Spare - Toilet Float Arm</h1> <h2>Genuine Dometic replacement float arm for select campervan, caravan and motorhome toilets.&nbsp;</h2> <p>This Dometic toilet float arm provides you with a like-for-like replacement to get your toilet back up and running.</p> <h3><span style=""font-size: 1.17em;"">Compatible with:</span></h3> <ul> <li>Dometic CT3110</li> <li>Dometic CTS3110</li> <li>Dometic CTS3050</li> <li>Dometic CTS4050</li> <li>Dometic CTS4110</li> <li>Dometic CT3050</li> <li>Dometic CT4050</li> <li>Dometic CT4110</li> <li>Dometic CTW3050</li> <li>Dometic CTW3110</li> <li>Dometic CTW4050</li> <li>Dometic CTW4110p</li> </ul> <p>Part no.&nbsp;4450017503</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",22.95,0.00,0.00,0.00,0.0000,N,"Dometic toilet float spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic spares are sent via 2-3 day delivery",none,30,0,"Caravan, Campervan & Motorhome;Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Toilet Spares",11940,d/150/4450017503__16444.JPG,"Dometic Spare Toilet Float Arm 4450017503",Y,0,12032,n/587/4450017503_2_jls__83499.jpg,"Dometic Spare Toilet Float Arm for Dometic toilet units",N,1,12033,j/771/4450017503_3_jls__08517.jpg,"Dometic Spare Toilet Float Arm for campervan, caravan, motorhome and marine toilets",N,2,11941,o/108/Dometic_spare_parts__34212.JPG,"Dometic Spares logo",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dometic, toilet, float arm, spare, cassette toilet","Dometic Spare - Toilet Float Arm 4450017503","dometic, toilet, float arm, spare, cassette toilet spare","Genuine Dometic replacement toilet float arm for campervan, caravan and motorhome toilets. This Dometic spare part is perfect for repairs.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/spares/dometic/toilet/float-arm/4450017503/,,,"4450017503 ",,
Product,2730,"Dometic Spare - Cramer Grid Rubber Grommets for Cookers",P,DometicGrommets,,Dometic,"Dometic grommets",Right,"<h1>Dometic Cooker Grid Rubber Grommets</h1> <h2>Genuine Dometic cooker spare parts for campervans, motorhomes &amp; caravans</h2> <p>These small pan support rubber grommets help keep your Dometic Cramer cooker performing at its best. They come in a pack of 8 - or in a large pack of 50!</p> <p>Dimensions: 4.7mm</p> <h3>Dometic Rubber Grommets are compatible with:</h3> <ul> <li>Dometic CE00</li> <li>Dometic&nbsp;CE02</li> <li>Dometic&nbsp;CE04</li> <li>Dometic&nbsp;CE06</li> <li>Dometic&nbsp;CE88</li> <li>Dometic&nbsp;CE94</li> <li>Dometic&nbsp;CE99</li> <li>Dometic&nbsp;COE</li> <li>Dometic&nbsp;K 840 x 436</li> </ul> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",16.95,0.00,0.00,0.00,0.0000,N,"Dometic cooker spares come with a two year manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic spares are sent via 2-3 day delivery",none,78,0,"Caravan, Campervan & Motorhome;Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Cooker Spares",11942,b/333/4499000124__22305.png,"Dometic Cramer Cooker Grid Rubber Grommets spare parts 4499000124",Y,0,12831,g/748/dometic-407144839__02478.jpg,"Dometic cooker grommets - pack of 50",N,1,11943,n/013/Dometic_spare_parts__79422.JPG,"Dometic spare parts logo",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dometic, spare, cooker, rubber grommets, pan support,407144839,4499000124","Dometic Spare - Cooker Grid Rubber Grommets 4499000124","dometic, spare, cooker, rubber grommets, pan support","Genuine Dometic cooker spare parts for caravans & motorhomes. This pack of 8 rubber grommets help keep your Dometic Cramer cooker performing at its best.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/dometic/spare/cooker/rubber-grommets/,,,,,
"  SKU",6052,"[RB]Pack size=Pack of 8",,4499000124,,,,,,19.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",6053,"[RB]Pack size=Pack of 50",,407144839,,,,,,89.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",9302,,,407144839,,,,,,[FIXED]89.95,,,,,,,,,,,Y,Y,,,,,,,9302_source_1624459120.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",9304,,,4499000124,,,,,,[FIXED]19.95,,,,,,,,,,,Y,Y,,,,,,,9304_source_1624459152.png,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,2731,"Dometic Spare - 135W Fridge Element - 289020911",P,289020911,,Dometic,,Right,"<h1>Dometic Fridge Spares - 135W Fridge Element&nbsp;</h1> <h2>Genuine Dometic spare part for select caravan, campervan and motorhome fridges</h2> <p>This genuine Dometic fridge element is perfect for getting your fridge back up and running. This element is rated for 135W and 235V, and uses a right-angle element bend. This part comes in a mini fridge element servicing kit, complete with connectors, heat shrink tubing, a service manual and the heating element itself.</p> <h3>This fridge element service kit includes:</h3> <ul> <li>135w fridge element -&nbsp;241322900</li> <li>Connector cable</li> <li>Dometic element servicing manual</li> <li>Heat shrink tubing</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <h4><span style=""color: #ff0000;"">Must be fitted by qualified technical trained operatives only</span></h4> <p>Kit no.&nbsp;289020911 (replaces old SKU 289020910)</p> <p>Element part no.&nbsp;241322900</p>",59.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares come with a two year manufacturers warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Dometic 135w fridge element spares are sent via next day delivery",none,0,0,"Caravan, Campervan & Motorhome;Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11944,q/318/289020910__77237.jpg,"Dometic Fridge Element 135W 289020910",Y,0,11945,j/528/Dometic_spare_parts__69249.JPG,"Dometic Spare parts logo",N,1,18748,t/040/289020911__08904.jpg,"showing with solder joints",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"spare, element, heater, 289020920","Dometic Spare - 135W Fridge Element 289020910","dometic, spare, fridge, heating, element, 289020920","Genuine Dometic spare part for select caravan/campervan/motorhome RM fridges. This element is rated for 135W and 235V, and uses a right-angle element bend.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/dometic/spares/fridge/element/289020910/,,,289020910,,
Product,2732,"Dometic Spare - Toilet Pump 12V DC",P,242602367,,Dometic,,Right,"<h1>Dometic Toilet Spare - Toilet Pump 12V DC</h1> <h2>Replacement Dometic toilet pump spare for select campervan, caravan and motorhome cassette toilets</h2> <p>This genuine spare Dometic toilet pump will help you get your toilet back up and running.</p> <p>Part no.&nbsp;242602367</p> <p><strong><span style=""font-size: small;"">Toilet Pump Suitable For:</span></strong></p> <ul> <li>SANEOCW</li> <li>SANEOBW</li> <li>CTW4110</li> <li>CTW3110</li> <li>CTW3050</li> <li>CTW4050</li> </ul> <p>&nbsp;<strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>&nbsp;</p>",49.95,0.00,0.00,0.00,0.0000,N,"Dometic 12v toilet pumps come with a three month manufacturers warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Dometic toilet pump is sent via next day delivery","by product",28,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Toilet Spares",11946,k/022/242602367_1__92351.png,"Dometic Spare Toilet Pump 12V 242602367",Y,0,11947,u/725/242602367_2__07375.png,"Dometic Spare Toilet Pump 12V for caravans, campervans and motorhomes",N,1,11948,o/748/242602367_3__49246.png,"Dometic replacement 12v Toilet Pump",N,2,11949,d/168/242602367_4__62665.png,,N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, pump, toilet, spare, 242602367, ","Dometic Spare - Toilet Pump 12V DC","Dometic, pump, toilet, spare, 242602367","Dometic toilet pump spare for Dometic Saneo & CTW campervan/caravan cassette toilets. This genuine spare Dometic part is sent via next day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",7332464349672,N,/caravan/motorhome/spares/dometic/toilet/pump/,,,242602367,,
Product,2733,"Dometic Spare - Slider Fridge Door Lock",P,241288390,,Dometic,,Right,"<h1>Dometic Sliding Refrigerator Door Lock</h1> <h2>Replacement fridge latch for campervans, motorhomes &amp; caravans</h2> <p>This Dometic slider RM fridge latch <span>241288390&nbsp;</span>provides a like-for-like replacement for select Dometic fridges. This white fridge latch is a genuine Dometic spare part.</p> <h3>Dometic Slider Fridge door lock is compatible with these Dometic fridge models:</h3> <p>See table below compatible fridge model numbers</p> <ul type=""disc""> <li>RM 7270/71</li> <li>RM 7290/91/95</li> <li>RM 7360/61</li> <li>RM 7370/71</li> <li>RM 7390/91</li> <li>RM 7400/01/05</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p><strong>Part No. 241288390</strong></p>",15.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares such as this fridge door latch come with a three month manufacturers warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic sliding fridge locks are sent via 2-3 day delivery",none,1,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11952,g/241/2412883908-550x550__22279.jpg,"Dometic white sliding fridge latch 241288390",Y,0,11953,v/472/dometic-4499000104-cierre-puerta-nevera__73485.jpg,"Dometic slider fridge lock spare part for caravans, campervans & motorhomes",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"latch, lock, door","Dometic Spare - Slider Fridge Door Lock 241288390","Dometic, fridge, spare, latch, lock, door, campervan, motorhome, 241288390, 4499000104, ","Replacement fridge latch for campervans/caravans. This Dometic slider RM fridge latch provides a like-for-like spare for select Dometic fridges (4499000104)",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/spares/dometic/slider-fridge-door-lock/241288390/,,,241288390,,Dimensions=50x30x13mm
Product,2734,"Dometic Spare - Fridge Door Latch Lock Catch",P,241275780,,Dometic,,Right,"<h1>Dometic Fridge Door Lock Latch Kit</h1> <h2>Complete Dometic Refrigerator Door Lock assembly for select RM fridges</h2> <p>This Dometic fridge door latch kit gives you all you need to replace your grey door latch on several Dometic fridges in campervans, motorhomes and caravans.&nbsp;</p> <h3>The Dometic Fridge Door Lock Kit&nbsp;241275780 is compatible with:</h3> <ul> <li>RM7601L</li> <li>RM7605L</li> <li>RM7851L</li> <li>RMT7655L</li> <li>RM7855L</li> <li>RMT7855L</li> <li>RM7655L</li> <li>RMT7851L</li> <li>RM7651L</li> <li>RM7650L</li> <li>RMT7651L</li> <li>RM7850L</li> <li>RMT7650L</li> </ul> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>Part no.&nbsp;241275780</p> <p><strong>&nbsp;</strong></p>",28.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares such as this fridge door lock kit come with a three month manufacturer's warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic fridge door lock spares are sent via 2-3 day delivery",none,0,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11954,v/802/1280x789__60235.jpg,"Dometic grey RM Fridge door lock latch kit ",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lock, latch, spares, ","Dometic Spare - Complete Fridge Door Lock Kit","dometic, kitchen, fridge, lock, latch, kit, spare, spares, grey, campervan, motorhome","Complete Dometic Refrigerator Door Lock assembly for select RM fridges. This genuine Dometic spare part is for campervans, motorhomes, caravans & boats.",,,,New,N,N,,N,,,0,"Default Tax Class",7332464146226,N,/caravan/motorhome/spares/dometic/fridge/door-lock/,,,241275780,,
Product,2735,"Dometic Spare - Complete Fridge Door Lock Kit",P,241234560,,Dometic,,Right,"<h1>Dometic Fridge Door Lock and Latch Assembly</h1> <h2>Complete Dometic Refrigerator Door Lock Latch Catch Kit for select 6000 series RM Fridges</h2> <p>This kit gives you all you need to replace a latch on several Dometic fridge models. This grey catch is a genuine Dometic spare for campervans, motorhomes and caravans.</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p><strong>Part no.&nbsp;241234560</strong></p> <p><strong>&nbsp;</strong></p>",25.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares such as this fridge door lock kit come with a three month manufacturer's warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic fridge latches are sent via 2-3 working days delivery",none,1,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11955,q/503/Door-Fastening-Absorber-Refrigerator-Dometic-Electrolux-241234560-1-Original__38686.jpg,"Dometic Fridge door latch kit for campervans and motorhomes",Y,0,11956,w/746/s-l1600__21334.jpg,"Dometic replacement fridge door lock kit",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," latch, lock, catch,","Dometic Spare - Complete Fridge Door Lock Kit 241234560","Dometic, fridge, latch, lock, catch, grey, kitchen, cooler, spare, spares, campervan, motorhome","Complete Dometic Refrigerator Door Lock Latch Catch Kit for select 6-series RM Fridges. This grey catch is a genuine Dometic spare for campervans & caravans.",,,,New,N,N,,N,,,0,"Default Tax Class",7332464132885,N,/caravan/motorhome/spares/dometic/fridge/door-lock-kit/,,,241234560,,
Product,2736,"Dometic Spare - Fridge Thermo Element",P,292343532,,Dometic,,Right,"<h1>Dometic Fridge Thermo Element Replacement</h1> <h2>Spare Refrigerator Thermo Element for a range of Dometic RM Fridges</h2> <p>This replacement Dometic thermo element is compatible with most Dometic fridge units. If your fridge's flame is struggling to stay alight, then you may need a new thermo element in you campervan, motorhome or caravan fridge. This copper wire thermo part is a genuine Dometic spare.</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <h4><span style=""color: #ff0000;"">Must be fitted by qualified technical trained operatives only</span></h4> <p>Part no. 292343532</p>",34.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge spares such as this fridge element come with a three month manufacturer's warranty",0.0200,0.0000,0.0000,0.0000,Y,Y,"Dometic fridge element spares are sent via 2-3 day delivery",none,30,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",11957,q/431/500x500__90745.jpg,"Dometic RM Fridge thermo element spare",Y,0,11958,j/944/51e4DV2ANnL._AC_SL1181___54770.jpg,"Dometic fridge element copper wire replacement",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"element,","Dometic Spare - Fridge Thermo Element","dometic, fridge, rm, thermo, element, spare","Spare Refrigerator Thermo Element for a huge range of Dometic RM Fridges. This replacement Dometic thermo element is compatible with most Dometic fridge units. ",,,,New,N,N,,N,,,0,"Default Tax Class",0713814230920,N,/caravan/motorhome/spares/dometic/fridge/thermo-element/,,,292343532,,length=1400mm
Product,2737,"Dometic Spare - Window Stay Handle 300mm S4 S5",P,4460000675,,Dometic,,Right,"<h1>Dometic Seitz 300m Window Stays Pair with Handles - Click Clack</h1> <h2>Pair of two Dometic Window Stays for S4 or S5 windows</h2> <p>This pair of window stays are a great replacement for your campervan, motorhome or caravan windows. These Dometic 300mm window supports are compatible with Dometic Seitz S4 and S5 windows.&nbsp;</p> <p>Kit no. 4499000162 or&nbsp;44990001628</p> <p>Part no. 4055223699</p> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p>",49.95,0.00,0.00,0.00,0.0000,N,"Dometic spares such as this window support strut come with a three month manufacturer's warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Dometic window struts are sent via 2-3 day delivery","by product",14,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Window Spares",11960,k/422/dometicseitzclick-clackarmstrutsstays300mm__36165.jpg,"Dometic window stays struts for S4 S5 campervan motorhome windows 300mm",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, s3, s4, spares, window stays, support, strut, 4499000162, 4460000675, ","Dometic Spare - Window Stay Handle 300mm S4 S5","Dometic, s3, s4, spares, window stays, support, strut, 4499000162, 4460000675, ","These Dometic 300mm window supports are compatible with Dometic Seitz S4 and S5 windows. They are a great replacement for your campervan or caravan windows.",,,,New,N,N,,N,,,0,"Default Tax Class"," 7332464337921",N,/caravan/motorhome/spares/dometic/seitz/window/300mm/,,,4460000675,,
Product,2738,"Dometic Spare - Fridge Heater Element 190W ",P,241296663,,Dometic,,Right,"<h1>Dometic Fridge Heater Element 190W 240V</h1> <h2>Replacement Dometic Refrigerator Element for Campervan, Motorhome, Caravan &amp; Marine Kitchens</h2> <p>This genuine Dometic spare part fridge element will help your Dometic fridge to keep running. This red right-angled element is compatible with multiple Dometic RM fridge units.</p> <h3>Did you know?</h3> <p>Not all spare parts are universal! To ensure the right fit for your appliance, it&rsquo;s important to verify compatibility before ordering.</p> <p>Still unsure? Contact us via phone or message with your appliance details and any information from the sticker (model number, production number, SKU, and serial number). Remember, model variations exist, and the year of production can impact compatibility. Contact us before ordering for any concerns.</p> <h4><span style=""color: #ff0000;"">Must be fitted by qualified technical trained operatives only</span></h4> <p><strong>Part No.&nbsp;241296663</strong></p> <p>&nbsp;</p>",59.95,0.00,0.00,0.00,0.0000,N,"Dometic fridge element spares come with a three month manufacturer's warranty.",0.1000,0.0000,0.0000,0.0000,N,Y,"#No longer available",none,0,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Fridge Spares",12709,m/609/241296663_3_JLS__72381.jpg,"Dometic 90 degree angled red fridge spare element",Y,0,12707,j/836/241296663_2_JLS__96346.jpg,"Dometic 241296663 red fridge heater element",N,1,12708,k/038/241296663_4_JLS__43925.jpg,"Dometic gas heater element 190w",N,2,11961,u/372/Dometic_spare_parts__76816.JPG,"Dometic Spare Parts logo - Fridge heater element 190w for motorhomes, campervans, caravans & marine",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, Fridge , Heater, Element, Spare, Red, campervan, motorhome, caravan, marine","Dometic Spare - Red Fridge Heater Element 190W","Dometic, Fridge , Heater, Element, Spare, Red, campervan, motorhome, caravan, marine","Replacement Dometic fridge element for campervan & caravan kitchens. This genuine red element is compatible with a wide range of Dometic RM fridge units.",,,,New,N,N,,N,,,0,"Default Tax Class",7332464218022,N,/caravan/motorhome/spares/dometic/fridge/heater-element/190w/,,,241296663,,
