"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Product Image ID - 28","Product Image File - 28","Product Image Description - 28","Product Image Is Thumbnail - 28","Product Image Sort - 28","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",2841,"[S]Barrel Size=19"" Filter Barrel",,TAG19,,,,,,499.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2842,"[S]Barrel Size=24"" Filter Barrel",,TAG24,,,,,,569.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2843,"[S]Barrel Size=30"" Filter Barrel",,TAG30,,,,,,769.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2844,"[S]Barrel Size=19"" Filter Barrel with Media",,ZZTA2340,,,,,,559.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2845,"[S]Barrel Size=24"" Filter Barrel with Media",,ZZTA2341,,,,,,689.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2846,"[S]Barrel Size=30"" Filter Barrel with Media",,ZZTA2442,,,,,,949.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",10618,,,TAG19,,,,,,[FIXED]499.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10619,,,TAG24,,,,,,[FIXED]569.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10620,,,TAG30,,,,,,[FIXED]769.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10621,,,ZZTA2340,,,,,,[FIXED]559.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10622,,,ZZTA2341,,,,,,[FIXED]689.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",10623,,,ZZTA2442,,,,,,[FIXED]949.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,734,"Pentair Triton Swimming Pool Sand Filter",P,,,Pentair,"Pentair Triton Sand Filter",Right,"<h1 class=""MsoNormal"">Pentair Triton Swimming Pool Sand Filter</h1> <p class=""MsoNormal"" style=""text-align: justify;"">Featuring a pressure gauge, side mounted multiport valve and a large top mounted dome through which you can view the water (which comes in very useful when backwashing), the Pentair Triton Swimming Pool Sand Filter Barrel is available in 4 different sizes with or without filter media (please make your selection from the drop-down at the top of the page prior to checkout).</p> <p class=""MsoNormal"" style=""text-align: justify;"">The Pentair Triton Sand Filter is suitable for both inground and above ground swimming pools.</p> <table style=""width: 580px;"" border=""0"" cellspacing=""0"" cellpadding=""10"" align=""center""> <tbody> <tr class=""tabletopcolor""> <td colspan=""5""> <div align=""center""> <p>Pentair Triton Sand Filter Barrel Technical Specification</p> </div> </td> </tr> <tr> <td width=""82""> <div align=""center""> <p><strong>Reference</strong></p> </div> </td> <td width=""53""> <div align=""center""> <p><strong>Filter Size</strong></p> </div> </td> <td width=""114""> <div align=""center""> <p><strong>Flow Rate m&sup3;/h</strong></p> </div> </td> <td width=""80""> <div align=""center""> <p><strong>Filter Area m&sup2;</strong></p> </div> </td> <td width=""75""> <div align=""center""> <p><strong>Flange Connection</strong></p> </div> </td> </tr> <tr class=""tablemidcolor""> <td height=""18""> <div align=""center""> <p>TR19</p> </div> </td> <td> <div align=""center""> <p>19""</p> </div> </td> <td> <div align=""center""> <p>8.5</p> </div> </td> <td> <div align=""center""> <p>0.17</p> </div> </td> <td> <div align=""center""> <p>1.5""</p> </div> </td> </tr> <tr> <td height=""18""> <div align=""center""> <p>TR24</p> </div> </td> <td> <div align=""center""> <p>24""</p> </div> </td> <td> <div align=""center""> <p>14</p> </div> </td> <td> <div align=""center""> <p>0.29</p> </div> </td> <td> <div align=""center""> <p>1.5""</p> </div> </td> </tr> <tr class=""tablemidcolor""> <td> <div align=""center""> <p>TR30</p> </div> </td> <td> <div align=""center""> <p>30""</p> </div> </td> <td> <div align=""center""> <p>22</p> </div> </td> <td> <div align=""center""> <p>0.45</p> </div> </td> <td> <div align=""center""> <p>2""</p> </div> </td> </tr> <tr> <td> <div align=""center""> <p>TR36</p> </div> </td> <td> <div align=""center""> <p>36""</p> </div> </td> <td> <div align=""center""> <p>32</p> </div> </td> <td> <div align=""center""> <p>0.54</p> </div> </td> <td> <div align=""center""> <p>2""</p> </div> </td> </tr> </tbody> </table> <p style=""text-align: center;"">&nbsp;</p> <table style=""width: 585px; height: 179px; margin-left: auto; margin-right: auto;"" border=""0"" cellpadding=""5""> <tbody> <tr> <td class=""tabletopcolor"" colspan=""3""> <div style=""text-align: center;"" align=""center"">Pentair Triton Swimming Pool Sand Filter Filling Weights</div> </td> </tr> <tr> <td> <div align=""center""><strong>Reference</strong></div> </td> <td> <div align=""center""><strong>Sand &Oslash; 0.35-0.5mm</strong></div> </td> <td> <div align=""center""><strong>Gravel &Oslash; 3.5mm</strong></div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">TR19</div> </td> <td class=""tablemidcolor""> <div align=""center"">50 kg</div> </td> <td class=""tablemidcolor""> <div align=""center"">25 kg</div> </td> </tr> <tr> <td> <div align=""center"">TR24</div> </td> <td> <div align=""center"">100 kg</div> </td> <td> <div align=""center"">50 kg</div> </td> </tr> <tr> <td class=""tablemidcolor""> <div align=""center"">TR30</div> </td> <td class=""tablemidcolor""> <div align=""center"">200 kg</div> </td> <td class=""tablemidcolor""> <div align=""center"">75 kg</div> </td> </tr> <tr> <td> <div align=""center"">TR36</div> </td> <td> <div align=""center"">325 kg</div> </td> <td> <div align=""center"">125 kg</div> </td> </tr> </tbody> </table> <p style=""text-align: center;"">&nbsp;</p> <table style=""width: 580px;"" border=""0"" cellspacing=""0"" cellpadding=""10"" align=""center""> <tbody> <tr class=""tabletopcolor""> <td colspan=""5""> <div align=""center""> <p>Pentair Triton Swimming Pool Sand Filter Dimensions</p> </div> </td> </tr> <tr> <td> <p align=""center""><strong>(mm)</strong></p> </td> <td> <p align=""center""><strong>TR19</strong></p> </td> <td> <p align=""center""><strong>TR24</strong></p> </td> <td> <p align=""center""><strong>TR30</strong></p> </td> <td> <p align=""center""><strong>TR36</strong></p> </td> </tr> <tr class=""tablemidcolor""> <td> <p align=""center""><strong>A</strong></p> </td> <td> <p align=""center"">825</p> </td> <td> <p align=""center"">955</p> </td> <td> <p align=""center"">1095</p> </td> <td> <p align=""center"">1200</p> </td> </tr> <tr> <td> <p align=""center""><strong>B</strong></p> </td> <td> <p align=""center"">400</p> </td> <td> <p align=""center"">400</p> </td> <td> <p align=""center"">610</p> </td> <td> <p align=""center"">610</p> </td> </tr> <tr class=""tablemidcolor""> <td> <p align=""center""><strong>C</strong></p> </td> <td> <p align=""center"">480</p> </td> <td> <p align=""center"">610</p> </td> <td> <p align=""center"">762</p> </td> <td> <p align=""center"">914</p> </td> </tr> <tr> <td> <p align=""center""><strong>D</strong></p> </td> <td> <p align=""center"">242</p> </td> <td> <p align=""center"">242</p> </td> <td> <p align=""center"">292</p> </td> <td> <p align=""center"">292</p> </td> </tr> <tr class=""tablemidcolor""> <td> <p align=""center""><strong>E</strong></p> </td> <td> <p align=""center"">110</p> </td> <td> <p align=""center"">110</p> </td> <td> <p align=""center"">150</p> </td> <td> <p align=""center"">150</p> </td> </tr> <tr> <td> <p align=""center""><strong>F</strong></p> </td> <td> <p align=""center"">70</p> </td> <td> <p align=""center"">70</p> </td> <td> <p align=""center"">70</p> </td> <td> <p align=""center"">70</p> </td> </tr> <tr class=""tablemidcolor""> <td> <p align=""center""><strong>G</strong></p> </td> <td> <p align=""center"">463</p> </td> <td> <p align=""center"">530</p> </td> <td> <p align=""center"">590</p> </td> <td> <p align=""center"">657</p> </td> </tr> <tr> <td> <p align=""center""><strong>H</strong></p> </td> <td> <p align=""center"">524</p> </td> <td> <p align=""center"">592</p> </td> <td> <p align=""center"">671</p> </td> <td> <p align=""center"">738</p> </td> </tr> </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""triton-tr40-diagram.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/triton-tr40-diagram.jpg"" alt=""triton-tr40-diagram.jpg"" /></p>",695.95,0.00,0.00,0.00,0.0000,N,,33.1000,0.0000,0.0000,0.0000,Y,Y,"Delivery for Triton filters is 2-4 days","by product",11419985,0,"Swimming Pool;Swimming Pool/Pumps and Filters;Swimming Pool/Pumps and Filters/Filters",7708,c/024/triton-sand__65700.jpg,"Pentair Triton Swmming Pool filter and filter sand gravel",Y,0,2206,x/922/TRITON_TR40__39199.jpg,"Pentair Triton Swimming Pool Sand Filter",N,1,2205,a/727/filtre_triton_inside_z__48142.jpg,"Triton Swimming Pool Sand Filter",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sand filter, swimming, pool, sand, barrel, drum, filter, filtration","Pentair Triton Sand Filter for Inground and Above Ground Swimming Pool","sand, filter, swim, swimming, filtration, gravel,","The Pentair Triton Sand Filter Barrel is suitable for both inground & above ground swimming pools & available in 3 different sizes to fit your needs. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/pentair-triton-swimming-pool-sand-filter/,,,,,"""Maximum Operating Pressure=3.5 Bar"";""Max Operating Temperature=50°C"";""Tank Warranty=10 Years"""
"  SKU",605,"[S]Barrel Size=24"" Filter Barrel",,TRT24,,,,,,798.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",606,"[S]Barrel Size=30"" Filter Barrel",,TRT30,,,,,,1055.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",607,"[S]Barrel Size=36"" Filter Barrel",,TRT36,,,,,,1415.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2830,"[S]Barrel Size=19"" Filter Barrel",,TRT19,,,,,,695.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2837,"[S]Barrel Size=19"" Filter Barrel with Media",,ZZTR2460,,,,,,712.90,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2838,"[S]Barrel Size=24"" Filter Barrel with Media",,ZZTR2461,,,,,,806.90,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2839,"[S]Barrel Size=30"" Filter Barrel with Media",,ZZTR2462,,,,,,1071.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2840,"[S]Barrel Size=36"" Filter Barrel with Media",,ZZTR2463,,,,,,1595.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",13784,,,TRT24,,,,,,[FIXED]798.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13785,,,TRT30,,,,,,[FIXED]1055,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13786,,,TRT36,,,,,,[FIXED]1415.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13787,,,ZZTR2460,,,,,,[FIXED]712.9,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13788,,,ZZTR2461,,,,,,[FIXED]806.9,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13798,,,ZZTR2462,,,,,,[FIXED]1071.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",13799,,,ZZTR2463,,,,,,[FIXED]1595,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",14686,,,TRT19,,,,,,[FIXED]695.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,735,"Dometic-Cramer CE-08-DF 3-Burner Caravan Hob with Glass Lid",P,9103300502,,Dometic,,Right,"<h1 class=""MsoNormal"">Dometic Cramer CE08DF 3-Burner Hob</h1> <p class=""MsoNormal""><span style=""color: #ff0000;""><span style=""font-size: small;"">Sorry! Out of stock until further notice, currently out of production with Dometic Group.</span> </span></p> <p class=""MsoNormal""><span style=""color: #0000ff;"">Please see: Spinflo <span class=""VariationProductSKU"">SHB33000</span> or <span class=""VariationProductSKU"">SHB33001</span> or Dometic-Smev <span class=""VariationProductSKU"">9103301526</span></span></p> <p class=""MsoNormal"">Featuring a stylish and sleek design, the Dometic Cramer CE08DF 3-Burner Hob has 2 integrated heat resistant safety glass lids which can easily double up as surfaces which are easy to clean. <br /> <br /> With detachable chromed pan supports and recessed controls, the Dometic Cramer CE08DF 3-Burner Hob is a chic and space efficient kitchen unit for caravans and motorhomes. <span style=""mso-spacerun: yes;"">&nbsp;</span></p> <h3 class=""MsoNormal"">Dometic Cramer CE08DF 3-Burner Hob features</h3> <ul type=""disc""> <li class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list 36.0pt;"">Built-in dimensions: 457.4 x 455.2 mm</li> <li class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list 36.0pt;"">Enamelled burner caps</li> <li class=""MsoNormal"" style=""mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list 36.0pt;"">Safety ignition system</li> </ul>",389.00,0.00,0.00,0.00,0.0000,N,,2.0100,0.0000,0.0000,0.0000,N,Y,Discontinued,none,0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Hobs;Caravan, Campervan & Motorhome",2208,s/886/33264_1__93821.JPG,"3 Burner Caravan, Motorhome & Campervan Cooker Hob",Y,0,2207,a/422/33264_0__42760.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dometic, cramer, CE-08-DF, 3 burner hob, cooker","Dometic Cramer CE-08-DF 3-Burner Hob with Glass Lid caravan motorhome marine","dometic, cramer, ce-08-df, 3 burner, caravan, motorhome, campervan, cooker, hob, marine,","With a stylishly sleek and space efficient design, the Dometic Cramer CE08DF is a chic 3-burner hob with glass lids for caravans & motorhomes. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-cramer-ce-08-df-3-burner-caravan-hob-with-glass-lid/,,,,,"""Dimensions=H86 x W485.5 x D485.5 mm"";""Weight=7.2 kg"""
