"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,4366,"Quest Osprey Campervan Tailgate Sun Canopy",P,A3532-MG,,Quest,,Right,"<h1>Quest Osprey Campervan Tailgate Sun Canopy</h1> <p>Part of the Quest Falcon Series, these porch awnings are suitable for campervans and motorhomes. Lightweight and easy to pitch, this range of awnings can easily be erected by a single person. This range contains both the Falcon Air awnings and poled awnings for both the ease of using air to inflate your awning, or for those looking for a non-air solution that gives you amazing value for money. The Air range feature high-quality QuestTec150 fabric designed for light weight without compromising on performance. With the latest generation coating to enable UV stability and a reliable waterproof rating of 6,000mm HH. The Poled range features lightweight QuestTech75 fabric which features a high waterproof rating of 5,000mm HH and provides protection against the sun with a UV rating of 50+. Available models in this range include the Osprey Tailgate Sun Canopy.</p> <h2>Campervan Rear Sun Shade</h2> <p>The Quest Osprey Tailgate Sun Canopy for Campervans is an ideal solution for quick and easy shade on the go. Suitable for VW T5, T5.1, T6, T6.1, this sun canopy is lightweight and hassle free to set up. Simply attach over the barn doors of your campervan, no pegs required! An effective option for adding shelter whenever needed.</p> <p>The Osprey Campervan Sun Canopy provides excellent sun protection, with a UV rating of 50+, you can expect highly effective, long-lasting performance. Featuring lightweight&nbsp;QTec300 Pro fabric for durability and waterproofing, high-performance is ensured, thanks to the durable 150D polyester with a 6,000mm HH waterproof rating for protection against the weather. Great for anyone looking for a stylish solution, wanting to enjoy the outdoors with minimal effort, the Osprey Campervan Tailgate Sun Canopy delivers convenience and protection on every adventure.</p> <h3>Osprey Canopy Key Features:</h3> <ul> <li>Instant canopy over the rear of your camper van</li> <li>Lightweight premium QTec300 Pro fabric</li> <li>Pole included to lock barn doors open and tighten the canopy</li> <li>UV coating for high sun protection 50+ U.P.F rating</li> <li>Compact size for easy storage and transport</li> <li>Suitable for VW campervans T5, T5.1, T6, T6.1 with rear barn doors</li> <li>Fits and clips into place, no pegs required!</li> </ul>",89.00,0.00,0.00,0.00,0.0000,N,"1 Year Warranty on Falcon Series Awnings",33.0000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 2 - 3 working days",none,0,0,"Awnings ;Awnings /Campervan;Awnings /Campervan/Sun Canopies",24851,i/793/A3532-MG_1_fullsize__57144.jpg,"Quest Osprey Campervan Tailgate Sun Canopy (A3532-MG)",Y,0,24849,c/643/A3532-MG_6_fullsize__05550.jpg,"Sun Shade for Campervan Rear Doors",N,1,24850,z/982/A3532-MG_fullsize__56461.jpg,"Waterproof Canopy for back of VW campervan",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quest, Quest Osprey, Quest Awning, Campervan Awning, Campervan Sun Canopy, Campervan Shelter, Campervan Sun Shade, Campervan Canopy, A3532-MG, 5061067300422","Quest Osprey Campervan Tailgate Sun Canopy Rear Sun Shade","Quest, Quest Osprey, Quest Awning, Campervan Awning, Campervan Sun Canopy, Campervan Shelter, Campervan Sun Shade, Campervan Canopy, A3532-MG, 5061067300422","Quest Osprey Tailgate  Sun Canopy for VW Campervan. Suitable for VW T5, T5.1, T6, T6.1 and other campervans with similar dimensions. Rear Sunshade Shelter UK",,,,New,N,N,,N,,,0,"Default Tax Class",5061067300422,N,/awnings/quest-osprey-campervan-tailgate-sun-canopy/,,,A3532-MG,,"Pole=Aluminium;""Fabric=QTec300 Pro"";""Waterproof Rating=6,000mm HH"";""U.P.F Rating=50+"";""Dimensions=L 160m x D 80cm"";""Pack Size=112cm x 9cm x 9cm"";Weight=1.1kg"
Product,4367,"Dometic Spare - Glass Dome Replacement for Caravan Heki 2 Rooflight",P,4460000083,,Dometic,,Right,"<h1>Dometic Spare - Glass Dome Replacement for Caravan Heki 2 Rooflight</h1> <h2>Replacement Glass Cover for Heki 2 Rooflight</h2> <p>The Dometic Glass Dome Replacement is a genuine Dometic Spare suitable for the Dometic&nbsp;Heki 2 Caravan Roof Light. For use as a replacement or spare part if you suspect your existing roof dome is broken or faulty.</p> <p>Part no.&nbsp;4460000083</p>",439.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,0,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Rooflight Spares",24852,b/662/Dometic-Spare-Glass-Lid__80531.png,"Dometic Spare - Glass Dome Replacement for Caravan Heki 2 Rooflight (4460000083)",Y,0,24853,d/060/Dometic-Spare-Glass-Lid-Replacement__57531.png,"Genuine Dometic Spare Heki 2 Rooflight Replacement Glass Dome",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, Dometic Spare Glass Lid, Dometic Spare, Dometic Replacement, Heki Replacement, Heki Spare, Roof Light Spare, Caravan Roof Light Replacement, Roof Light Replacement Lid, 4460000083, 7332464487305","Dometic Spare Glass Dome Replacement for Caravan Heki 2 Rooflight - 4460000083","Dometic, Dometic Spare Glass Lid, Dometic Spare, Dometic Replacement, Heki Replacement, Heki Spare, Roof Light Spare, Caravan Roof Light Replacement, Roof Light Replacement Lid, 4460000083, 7332464487305","Dometic Spare Glass Lid Replacement Dome for Heki 2 Caravan Roof Light. Rooflight replacement lid 4460000083 genuine Dometic Spare",,,,New,N,N,,N,,,0,"Default Tax Class",7332464487305,N,/spares/dometic-spare-glass-dome-replacement-for-caravan-heki-2-rooflight/,,,4460000083,,"""Model=Heki 2"";""Material=Double Glazed Lightly Tinted Clear Acrylic"";""Dimensions=L 120cm x W 80cm x H 13 cm"";Weight=100g"
Product,4368,"Dometic Spare - Glass Dome Replacement for Mini Heki Caravan Rooflight With and Without Seal",P,,,Dometic,"Mini Heki Dome Spare w & w/o Seal",Right,"<h1>Dometic Spare - Glass Dome Replacement for Mini Heki Style Rooflight</h1> <h2>Replacement Glass Cover for Mini Heki Rooflight</h2> <p>The Dometic Glass Dome Replacement is a genuine Dometic Spare suitable for the Dometic Mini Heki Style Caravan Roof Light. Available in two options, with seal for no ventilation and without seal for added ventilation. For use as a replacement or spare part if you suspect your existing roof dome is broken or faulty.</p> <p>The 400mm x 400mm Dometic Seitz roof vent dome for caravans, campervans and motorhome with fixed ventilation to prevent condensation buildup offers continuous airflow even when closed. However, this may lead to wind noise and whistling when installed into your campervan or motorhome.&nbsp;Differently, the optional sealed glass dome without fixed ventilation will reduce noise during travel and offer a complete seal against the wind when closed. Ideal for motorhome and campervan owners wanting to travel with reduced whistling noise and ventilation.&nbsp;</p> <p>Part no.&nbsp;<strong>4460000024</strong> - Unsealed, with Ventilation</p> <p>Part no. <strong>4460000025</strong> - Sealed, without Ventilation</p>",92.50,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a next working day carrier!!",none,25,0,"Spares;Spares/Dometic Spares;Spares/Dometic Spares/Dometic Rooflight Spares",24856,n/394/Dometic-Spare-Glass-Lid-Mini-Heki__94546.jpg,"Glass Dome Replacement for Mini Heki Caravan Rooflight (4460000024)",Y,0,24857,n/738/Dometic-Spare-Glass-Lid-Mini-Heki-Rooflight__08228.jpg,"Replacement Glass Lid for Mini Heki Rooflight",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dometic, Dometic Spare Glass Lid, Dometic Spare, Dometic Replacement, Heki Replacement, Heki Spare, Roof Light Spare, Caravan Roof Light Replacement, Roof Light Replacement Lid, 4460000024, Mini Heki, 7332464470208, 4460000025, Sealed, Unsealed, With Ventilation, Without Ventilation","Dometic Spare Glass Dome Replacement for Caravan Mini Heki Rooflight With and Without Seal","Dometic, Dometic Spare Glass Lid, Dometic Spare, Dometic Replacement, Heki Replacement, Heki Spare, Roof Light Spare, Caravan Roof Light Replacement, Roof Light Replacement Lid, 4460000024, Mini Heki, 7332464470208, 4460000025, Sealed, Unsealed, With Ventilation, Without Ventilation","Dometic Spare Glass Lid Replacement Dome for Mini Heki Caravan Roof Light. Rooflight replacement lid with and without seal genuine Dometic Spare with airflow without airflow",,,,New,N,N,,N,,,0,"Default Tax Class",7332464470208,N,/spares/dometic-spare-glass-dome-replacement-for-mini-heki-caravan-rooflight-with-and-without-seal/,,"4460000024, 4460000025","4460000024, 4460000025",,"fbt-product=/seitz/mini/heki/style/;""Model=Mini Heki"";Width=400mm;Height=400mm;""Unsealed=With Fixed Ventilation"";""Sealed=Without Fixed Ventilation"";""Compatibility=Mini Heki Style"""
"  SKU",10433,"[S]Ventilation=With Fixed Ventilation",,4460000024,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10434,"[S]Ventilation=Without Fixed Ventilation",,4460000025,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,4369,"SkyPod Lair Luxury Hard Case Roof Top Tent",P,SKP001,,Quest,,Right,"<h1>SkyPod Lair Luxury Hard Case Roof Top Tent</h1> <h2>Campervan Rooftop Tent</h2> <p>The SkyPod Lair is a premium hard top roof tent designed to fit campervans, any 4x4 vehicle, and a large number of SUV's, trailers and cars. This tent is designed for style and comfort, with multiple windows for amazing 360-degree panoramic views and an airy, well-ventilated space that is perfect for outdoor travel and camping adventures.</p> <p>With an easy setup, you can get your rooftop tent up and running in minutes, no more long-winded pitching which take time and effort. Simply park your camper and easily set up your Lair SkyPod. This campervan tent can hold 2-4 people, perfect for your family.&nbsp;Crafted from durable material, this roof top tent can withstand all kinds of weather, making it perfect for travel all year round.</p> <h3>SkyPod Lair Key Features</h3> <ul> <li>Easy to setup and fold down thanks to its enhanced gas strut mechanism</li> <li>Featuring a black hard shell with a textured surface to reduce wind noise whilst driving</li> <li>Built-in track frame for additional flexibility for mounting solar lights or an awning</li> <li>Two aluminium roof bars that can hold up to 100kg of cargo on top</li> <li>Suitable for 2-4 people</li> <li>Detachable LED strip (batteries not included)</li> <li>7cm high-density mattress for comfortable sleeping experience</li> <li>Included telescopic aluminium alloy ladder that can hold up to 150kg</li> </ul>",1995.00,0.00,0.00,0.00,0.0000,N,,33.0000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 2 - 3 working days",none,0,0,"Camping;Camping/Tents;Camping/Tents/Rooftop Tents",25510,g/130/SKP001__41403.jpg,"SkyPod Lair Luxury Hard Case Roof Top Tent (SKP001)",Y,0,24864,n/285/Skypod-Lair-Roof-Top-Tent-6__58454.jpg,"Collapsible SkyPod Campervan Rooftop Tent",N,1,24863,l/502/Skypod-Lair-Roof-Top-Tent-3__45175.jpg,"Easy pitch roof top tent for camper van, SUV, 4x4 car, van",N,2,24860,l/904/Skypod-Lair-Roof-Top-Tent-5__93324.jpg,"Hard Case Pop-up Campervan Rooftop Tent for family outdoor adventures",N,3,24861,h/375/Skypod-Lair-Roof-Top-Tent-4__64927.jpg,"High-quality roof tent with telescopic ladder",N,4,24862,h/547/Skypod-Lair-Roof-Top-Tent-2__58409.jpg,"Best Rooftop Tent for Weekend Getaways",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SkyPod, Quest, Quest Leisure, SkyPod Lair, Rooftop Tent, Overland Roof Tent, Car Roof Tent, Car Roof Top Tent, Vehicle Camping Tent, Hard Shell Rooftop Tent, Luxury Rooftop Tent, SUV Rooftop Tent, 4x4 Camping Tent, Pop-up roof tent, pop up campervan tent, Off-Road Roof Tent, rooftop tent with panoramic windows, camping tent for cars, lightweight roof tent for SUV","SkyPod Lair Luxury Hard Case Roof Top Tent","SkyPod, Quest, Quest Leisure, SkyPod Lair, Rooftop Tent, Overland Roof Tent, Car Roof Tent, Car Roof Top Tent, Vehicle Camping Tent, Hard Shell Rooftop Tent, Luxury Rooftop Tent, SUV Rooftop Tent, 4x4 Camping Tent, Pop-up roof tent, pop up campervan tent, Off-Road Roof Tent, rooftop tent with panoramic windows, camping tent for cars, lightweight roof tent for SUV","SkyPod Quest is a luxury roof top tent for campervans. High-quality fast setup with panoramic 360°C views. Comfort, stylish, premium, best rooftop tent UK",,,,New,N,N,,N,,,0,"Default Tax Class",5060745311576,N,/camping/skypod-lair-luxury-hard-case-roof-top-tent/,,,SKP001,,"""Inner Tent Dimensions=L 140cm x W 200cm x H 100cm"";""Closed Dimensions=L 140cm x W 210cm x H 28cm"";Weight=75kg;""Sleeping Capacity=2-4 people"";""Shell=Aluminium Honeycomb Plate"";""Body=190g rip-stop polycotton, PU2000mm"";""Mattress=3cm High-Density Foam + 4cm EPE"";""Frame=Aluminium Gas Strut-assisted"""
Product,4370,"Fiamma F65 F80 Renault Master Vauxhall Movano H2 Awning Bracket Adapter Kit  - 1997 - 2010",P,98655-468,,,,Right,"<h1>Fiamma F65 F80 Renault Master, Vauxhall Movano, Nissan Interstar H2 Awning Bracket Adapter Kit</h1> <h2>Designed specifically to fit Fiamma F65 and F80s awnings to your Campervan&nbsp;- 1997 -2010</h2> <p>Upgrade your campervan or motorhome with this Fiamma awning bracket adapter kit, designed specifically for roof-mounted F65s and F80s wind-out awnings. This kit is made to fit the Renault Master H2, Vauxhall/Opel Movano H2, and Nissan Interstar H2 models from 1997 to 2010, covering L2 and L3 high-roof variants.</p> <h3>Whats in the Box?</h3> <ul> <li>2 pcs. 29cm brackets</li> <li>1 pc. 12cm bracket</li> </ul> <h3>Suggested Fiamma lengths for vehicle lengths:</h3> <ul> <li>Master, Movano, Interstar L2 / H2 (L2 = 5548mm): Fiamma F65s &amp; F80s 320cm</li> <li>Master, Movano, Interstar L3 / H2 (L3 = 6198mm): Fiamma F65s &amp; F80s 370cm</li> </ul> <p>Note: This kit is suitable for the first-generation body style. For newer post-2010 models (NV400 / facelift Master / Movano), use kit 98655-881.</p>",99.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Awnings /Wind Out Awnings/Fiamma Awnings/Awning Adapters & Fixing Kits/F65\/F80 Adapters & Fixing Kits",24874,h/704/Fiamma_-_98655-468-800x600__27126.jpg,"Fiamma F65 F80 Renault Master Vauxhall Movano H2 Awning Bracket Adapter Kit - 1997 - 2010 (98655-468)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiamma, Awning, F65, F80, Wind Out, Bracket, Fixing, Kit, Adapter, Plate, Vauxhall, Movano, Opel, Master, Renault, 1997, 2010","Fiamma F65 F80 Renault Master Vauxhall Movano H2 Awning Bracket Adapter Kit - 1997 - 2010 ","Fiamma, Awning, Winch, F65, F80, Wind Out, Bracket, Fixing, Kit, Adapter, Plate, Vauxhall, Movano, Opel, Master, Renault, 1997, 2010","Fiamma F65 F80 Renault Master Vauxhall Movano H2 Awning Bracket Adapter Kit - 1997 - 2010 ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/awnings/fiamma-f65-f80-renault-master-vauxhall-movano-h2-awning-bracket-adapter-kit-1997-2010/,,,,,
Product,4371,"SkyPod Rapide Premium Soft Top Roof Top Tent",P,SKP002,,Quest,,Right,"<h1>SkyPod Rapide Premium Soft Top Roof Top Tent</h1> <h2>Camper Rooftop Tent</h2> <p>The SkyPod Rapide is a luxury soft top roof tent designed to fit your campervan, 4x4 vehicle, and a large number of SUV's, trailers and cars. Designed for a quick and effortless setup, this premium roof top tent is perfect for those looking for an enhanced camping experience with comfort and style. Featuring a built-in gas strut mechanism to allow you to set it up or fold it down easily. Simply by fixing or releasing the strap, your Rapide roof tent can be ready to go in no time. This campervan roof tent is resistant to various weather conditions, so you can ensure you'll stay sheltered regardless of wind, rain or shine. Its soft shell has a PVC cover for protection against all weather, and is 100% waterproof to ensure you remain dry.</p> <p>The SkyPod Rapide softshell car roof tent is lightweight and highly economical. With a light weight of only 56kg, this roof tent is suitable for 4x4 vehicles and also smaller vehicles, perfect for installing to the top of your car! Its gas-strut assisted designed makes the SkyPod Rapide compact enough to be barely noticeable on your car. Featuring a telescopic ladder that can extend up to 2.3m in length. With a built-in canopy for additional rain protection, this canopy can also keep the sun off you if it's too hot. This premium roof tent also features a 5cm mattress with an additional 5cm of EPE foam to ensure you have a good nights sleep. It has 3 doors for easy access, a removable back wall and floor and a full seam tape for water resistance. There are also 2 shoe pockets on the outside of the tent for additional storage.</p> <h3>Key Features</h3> <ul> <li>Easy setup</li> <li>Weather protection</li> <li>Can fit up to 2-3 people</li> <li>Comfortable sleep ensured, included mattress that can be left inside your tent even when packed down</li> <li>Detachable LED strip</li> <li>Wind rating of Class 7 - up to 26MPH</li> <li>Included mounting kit</li> <li>Annex ready - compatible with the SkyPod Annex</li> </ul>",1300.00,0.00,0.00,0.00,0.0000,N,,33.0000,0.0000,0.0000,0.0000,Y,Y,"#Delivery 2 - 3 working days",none,0,0,"Camping;Camping/Tents;Camping/Tents/Rooftop Tents",25509,e/310/SKP002__96408.jpg,"SkyPod Rapide Campervan Car 4x4 Roof Top Tent",Y,0,24906,h/455/Skypod-Rapide-Roof-Top-Tent-2__44196.jpg,"Easy setup roof tent with rainfly and canopy",N,1,24908,f/607/Skypod-Rapide-Roof-Top-Tent-3__92391.jpg,"SkyPod Rapide Premium Soft Top Roof Top Tent (SKP002)",N,2,24907,x/035/Skypod-Rapide-Roof-Top-Tent-4__51296.jpg,"Soft top tent with additional storage for shoes",N,3,24909,l/112/Skypod-Rapide-Roof-Top-Tent-5__80513.jpg,"SkyPod Rapide roof tent for camping with telescopic ladder",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SkyPod, Quest, Quest Leisure, SkyPod Rapide, Rooftop Tent, Overland Roof Tent, Car Roof Tent, Car Roof Top Tent, Vehicle Camping Tent, Soft Shell Rooftop Tent, Luxury Rooftop Tent, SUV Rooftop Tent, 4x4 Camping Tent, Pop-up roof tent, pop up campervan tent, Off-Road Roof Tent, rooftop tent with panoramic windows, camping tent for cars, lightweight roof tent for SUV, SKP002, 5060745311583","SkyPod Rapide Soft Top Roof Tent for Campervan and Car","SkyPod, Quest, Quest Leisure, SkyPod Rapide, Rooftop Tent, Overland Roof Tent, Car Roof Tent, Car Roof Top Tent, Vehicle Camping Tent, Soft Shell Rooftop Tent, Luxury Rooftop Tent, SUV Rooftop Tent, 4x4 Camping Tent, Pop-up roof tent, pop up campervan tent, Off-Road Roof Tent, rooftop tent with panoramic windows, camping tent for cars, lightweight roof tent for SUV, SKP002, 5060745311583","SkyPod Raipde is a luxury roof top tent for campervans. High-quality fast setup with panoramic 360°C views. Comfort, stylish, premium, best rooftop tent UK",,,,New,N,N,,N,,,0,"Default Tax Class",5060745311583,N,/camping/skypod-rapide-premium-soft-top-roof-top-tent/,,,SKP002,,"""Inner Tent Dimensions=W 200cm x L 140cm x H 75/120cm"";""Closed Dimensions=W 223cm x L 160cm x H 28cm"";Weight=56kg;""Sleeping Capacity=2-3 people"";""Weight Capacity=300kg"";""Body=190g Rip-Stop Polycotton, PU2000mm"";""Rainfly=220D Rip-Stop Poly-Oxford with Silver Coating and P/U 3,000mm"";""Mattress=5cm High Density foam + 5cm EPE"";""Flooring=210D Rip-Stop Polyoxford PU Coated 2000mm HH"";""Frame=Extruded Aluminium Alloy"""
Product,4372,"Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning",P,,,Dorema,"Dorema Starcamp Voyager Height",Right,"<h1>Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning</h1> <p>The Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning is a versatile choice for campervan and motorhome owners who like outdoor camping, available in three sizes to suit vehicles with a height of 180cm to 300cm.</p> <h2>Adaptable Design &amp; Premium Materials</h2> <p>The Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning has a clever zip-out front panel that offers excellent flexibility to fit your outdoor camping needs: slide it forward for an expanded living area, or position it further back to create a sheltered porch. Crafted from durable 150D WeatherTex material, both the roof and walls of the Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning are presented in a stylish charcoal and grey colour scheme.</p> <h2>Quick Pitch &amp; Comfortable Living</h2> <p>Thanks to its multi-valve air tube system, this inflatable Dorema Starcamp awning inflates rapidly, getting you set up in no time for your camping holiday. Large windows provide a clear view of your surroundings, and internal privacy blinds are fitted to all windows. Thoughtful ventilation via the front and rear annex panels ensures a fresh, airy interior and helps minimise condensation in the Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning.</p> <h2>Lightweight &amp; Complete Setup</h2> <p>Weighing approximately 20kg, Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning is lightweight for easy transport. For added comfort, a standard roof lining is included, and the fitted groundsheet comes with a convenient zip-in extension to complete your outdoor setup.</p> <h2>Specifications</h2> <ul> <li>Sizes: 180 to 300 cm</li> <li>Tunnel beading length: 200 cm</li> <li>Tunnel depth: 90 cm</li> <li>Floor size: 300 cm x 420 cm</li> <li>Frame: Multi Valve Air Tube System</li> <li>Colour: Charcoal / Grey</li> <li>Roof and wall material: 150D WeatherTex</li> <li>Weight: Awning 20 kg (approx.)</li> <li>Privacy Blinds: fitted internally to all windows</li> <li>Front panel: can be zipped out, and moved forward to extend space</li> <li>Ventilation: in front panel and rear annex panel Standard roof lining (awning only) and fitted groundsheet with zip-in extension</li> </ul>",649.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"#Delivery 3 - 5 working days!",none,0,0,"Awnings ;Awnings /Campervan/Inflatable Awnings",25063,t/918/2__65839.JPG,"Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning for camping",N,0,25064,a/502/3__48635.JPG,"Dorema Starcamp Voyager Air Inflatable Awning for outdoor camping",N,1,25065,n/981/4__83702.JPG,"Dorema Starcamp Voyager Air Campervan Motorhome Awning for outdoor camping",N,2,25066,w/470/5__10359.JPG,"Dorema Voyager Air Inflatable Campervan Motorhome Awning for outdoor camping",N,3,25062,z/793/1__68302.JPG,"Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning",Y,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorema, starcamp, voyager, air, inflatable, campervan, motorhome, awning, outdoor, camping","Starcamp Voyager Air Inflatable Campervan Motorhome Awning from Dorema","Dorema, starcamp, voyager, air, inflatable, campervan, motorhome, awning, outdoor, camping","Dorema Starcamp Voyager Air Inflatable Campervan Motorhome Awning for Outdoor Camping",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/awnings/dorema-starcamp-voyager-air-inflatable-campervan-motorhome-awning/,,,,,
"  SKU",10361,"[S]Choose height=Low (180cm - 220cm)",,21013,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10362,"[S]Choose height=Mid (220cm - 260cm)",,21014,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",10363,"[S]Choose height=Tall (260cm - 300cm)",,21015,,,,,,,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
