"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,2458,"Truma Boiler Safety Water Drain Valve for Ultrastore Water Heater Caravan & Motorhome",P,70141-02,,Truma,,Right,"<h1>Truma Boiler Safety Drain Valve for Ultrastore Water Heater Caravan &amp; Motorhome&nbsp;</h1> <h2>Truma Boiler Safety Drain Valve</h2> <h3>Features:</h3> <ul> <li>For use with <em>Ultrastore</em> water heaters.</li> <li>Safely and conveniently drain down water.</li> <li>Inline safety valve and drain tap for connection to flexible 10mm water hose.</li> <li>3.5 bar</li> </ul> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <p>&nbsp;</p>",34.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Truma boiler safety drain valve is in stock - delivered 2-3 working days",none,10,0,"Caravan, Campervan & Motorhome;Spares;Spares/Truma Spares;Spares/Truma Spares/Gas Heaters;Spares/Truma Spares/Space & Water Heaters",23938,y/508/70141-02__71483.jpg,"Truma Boiler Safety Water Drain Valve for Ultrastore Water Heater Caravan & Motorhome (70141-02)",Y,0,10429,j/226/70141-02_Truma_boiler_safety_valve__86707.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Truma Safety Water Drain Valve 10mm 70141-02 Caravan Motorhome Campervan","Truma, Caravan, Motorhome, Water Heater, Boiler, Drain Valve, Drainer, 10mm, 70141-02, Campervan, Caravan, Motorhome,",,,,,New,N,N,,N,,,0,"Default Tax Class",,N,/truma-boiler-safety-drain-valve-for-ultrastore-water-heater/,,,,,
Product,2459,"Truma ABO Safety Drain Valve John Guest 12mm for Ultrastore Caravan & Motorhome Water Heater",P,70142-05,,Truma,,Right,"<h1>Truma ABO J/G 12mm Safety Drain Valve for Ultrastore Water Heater</h1> <h2>Features:</h2> <ul> <li>Truma safety drain valve for use with Truma Ultrastore water boilers to safely and conveniently drain down the water.</li> <li>12mm connection for semi-rigid piping.</li> <li>Fits inline with 12mm push-fit (John Guest) pipework.</li> <li>2.8 bar.</li> </ul> <p><strong>Must be fitted by qualified technical trained operatives only</strong></p> <div>&nbsp;</div>",34.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"The Truma Abo j/g safety drain valve is in stock - delivery 2-3 working days",none,30,0,"Caravan, Campervan & Motorhome;Spares;Spares/Truma Spares;Spares/Truma Spares/Gas Heaters;Spares/Truma Spares/Space & Water Heaters",23939,a/699/70142-05__22358.jpg,"Truma ABO Safety Drain Valve John Guest 12mm for Ultrastore Caravan & Motorhome Water Heater (70142-05)",Y,0,10432,g/666/70142-05_Truma_abo_john_guest_drain_valve_2__77011.jpg,"Truma J/G drain valve 12mm",N,1,10433,c/182/70142-05_Truma_abo_john_guest_drain_valve__33977.jpg,"Truma drain valve with john guest fittings for Truma combi",N,2,10434,v/226/70142-05_Truma_abo_john_guest_drain_valve_3__99633.jpg,"Truma boiler safety drain valve - diagram",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Truma Boiler Water Safety Drain Valve John Guest Push Fit Speedfit","Truma, 70142-05, 12mm, Drain, Drainer, Safety Valve, Push fit, Speedfit, Caravan, Motorhome, Campervan, Truma spares","Truma Boiler Safety Drain Valve John Guest Push Fit Speedfit ref 70142-05 12mm",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/truma/safety/drain/valve/john/guest/70142-05/,,,70142-05,,
Product,2460,"Thetford Spare Control Panel SC250 SW for Cassette Toilet in Caravan or Motorhome",P,50710,,Thetford,,Right,"<h1>Thetford Spare - Control Panel SC250 SW for Cassette Toilet&nbsp;</h1> <h2>Details:</h2> <ul> <li>Genuine Thetford spare / replacement</li> <li>Thetford control panel suitable for SC250 SW (models with 2 buttons (3732 AE).</li> <li>Fits beneath the overlay of the toilet.</li> <li>Part no. 50710</li> </ul> <p><span style=""color: #ff0000;"">Please check your toilet model before ordering. The model no. can usually be found on a sticker inside the cassette housing.</span></p> <p><span style=""color: #ff0000;""><strong>Must be fitted by qualified technical trained operatives only</strong></span></p> <div class=""ProductDescriptionContainer""> <table style=""border-collapse: collapse; width: 62.3301%; height: 85px;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px; text-align: center;""><span style=""color: #ff0000;""><strong>Circuit Board Part Number</strong></span></td> <td style=""width: 50%; height: 17px; text-align: center;""><span style=""color: #ff0000;""><strong>Thetford Spare Part Number</strong></span></td> </tr> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px; text-align: center;"">Control SN (3733 AE)</td> <td style=""width: 50%; height: 18px; text-align: center;"">50709</td> </tr> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px; text-align: center;"">Control SW (3732 AE)</td> <td style=""width: 50%; height: 18px; text-align: center;"">50710</td> </tr> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px; text-align: center;"">Control FF (3731 AF)</td> <td style=""width: 50%; height: 18px; text-align: center;"">50711</td> </tr> </tbody> </table> <p>&nbsp;</p> </div>",39.95,0.00,0.00,0.00,0.0000,N,"Thetford spare parts and accessories carry a one-year warranty. Any fitting and/or labour costs are not covered by warranty. To submit a claim under this warranty, the user must take the product to an authorised Thetford Service Partner. The claim will be assessed there.",0.0200,0.0000,0.0000,0.0000,Y,Y,"Thetford spares, such as SC250 casette toilet control panels, are delivered in 2-3 working days.",none,0,0,"Caravan, Campervan & Motorhome;Spares;Spares/Thetford Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares;Spares/Thetford Spares/Thetford Cassette Toilet Spares/Thetford C250 Toilet Spares",23154,v/848/50710__33410.jpg,"Thetford Spare Control Panel SC250 SW for Cassette Toilet in Caravan or Motorhome (50710)",Y,0,23155,y/865/50710_1__45097.jpg,"Thetford Control Panel C250 SW for Cassette Toilet 50710",N,1,10438,v/341/Thetford_spare-50710_3__53477.jpg,"Thetford Control Panel C250 SW - genuine spare part 50710",N,2,10439,u/243/Thetford_spare-50710_4__20435.jpg,"Replacement Thetford Control Panel C250 SW for caravans, motorhomes and boats. 50710",N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thetford Spare, Control Panel, c250 SW Casette Toilet, 50710","Thetford Spare - Control Panel for SC250 SW Toilet - 50710","Thetford Spare, Part, Replacement, Control, Panel, SC250, SW, Casette Toilet, 50710","Genuine Thetford replacement control panel SC250 for campervan, caravan and motorhome cassette toilet. Thetford spare part no. 50710. Fast delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/spares/thetford/cassette/toilets/control/panel/SC250/50710/,,,50710,,
Product,2461,"Caraflo Shower Set And Riser Rail Campervan Caravan Motorhome",P,F297,,,,Right,"<h1>Reich Shower Set And Riser Rail Campervan Caravan Motorhome</h1> <p>Reich Shower Set And Mounting Rail For Use With The Reich Caraflo N483 Shower Mixer (<a href=""https://www.jacksonsleisure.com/caravan-motorhome/reich-caraflo-mini-mixer-campervan-caravan-motorhome-shower-mixer/"" target=""_blank"">Click Here For Product</a>)</p> <p>This neat and compact shower riser rail is ideal for use inside your Campervan, Caravan or Motorhome Bathroom.</p> <p>&nbsp;What comes in the kit:</p> <ul> <li>Shower Head</li> <li>Connector Pipe</li> <li>Riser Rail (42cm)</li> <li>Wall Anchroring Points</li> <li>Shower Riser Connector</li> <li>Srews and Fixings.</li> </ul> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",39.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.1100,0.0000,0.0000,0.0000,Y,Y,"In stock and sent with a Next Working Day courier service!",none,11,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Bathroom Equipment;Caravan, Campervan & Motorhome/Bathroom Equipment/Taps & Showers;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Showers",15100,d/656/f297-shower__97230.JPG,"Reich shower rail and head",Y,0,13361,f/500/shower2__02126.jpg,"Reich shower kit complete for motorhome, caravan and caravan",N,1,13362,e/452/shower4__84007.jpg,"Reich chrome shower set",N,2,13363,h/600/shower3__27825.jpg,"Reich F297 shower set",N,3,13360,e/744/shower1__13476.jpg,"Reich campervan and caravan shower kit complete with head, hose and rail",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," F297, Shower, Campervan Shower, Caravan Shower, Shower Set,","Caraflo Shower Set And Riser Rail Campervan Caravan Motorhome F297","F297, Shower, Shower Set, Campervan Shower,","The F297 Shower Set Campervan Caravan Motorhome",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/caraflo-shower-set-and-riser-rail-campervan-caravan-motorhome/,,,F297,,
Product,2462,"Reich N485 Shower Set Campervan Caravan Motorhome",P,N485,,Reich,,Right,"<h1>Reich N485 Shower Set Campervan Caravan Motorhome</h1> <p>Reich N485 Shower Set And Mounting Rail For Use With The Reich Caraflo N483 Shower Mixer (<a href=""https://www.jacksonsleisure.com/caravan-motorhome/reich-caraflo-mini-mixer-campervan-caravan-motorhome-shower-mixer/"" target=""_blank"">Click Here For Product</a>)</p> <p>Ideal Campervan Shower Set And Riser Rail for use in Campervan Caravan or Motorhome</p> <p>&nbsp;</p> <p>&nbsp;</p>",39.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.1100,0.0000,0.0000,0.0000,N,Y,"In stock and sent with a Next Working Day courier service!","by product",1,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Bathroom Equipment;Caravan, Campervan & Motorhome/Bathroom Equipment/Taps & Showers;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Showers",10446,v/355/N485__63121.jpg,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reich, N485, Shower, Campervan Shower, Caravan Shower, Shower Set,","Reich Shower Set And Riser Rail Campervan Caravan Motorhome F297","Reich, N485, Shower, Shower Set, Campervan Shower,","The Reich N485 Shower Set Campervan Caravan Motorhome",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/reich-n485-shower-set-campervan-caravan-motorhome/,,,N485,,
Product,2463,"Truma Ultraflow Waterline 15m Fresh Water Hose Pipe for Caravan Motorhome",P,46091-01,,Truma,,Right,"<h1 style=""text-align: justify;"">Truma Ultraflow Waterline 15m Hose Pipe for Caravans or Motorhomes</h1> <h2 style=""text-align: justify;"">Ultraflow waterline: fresh water hose straight from the mains to your touring caravan or motorhome</h2> <h3 style=""text-align: justify;"">Avoid wasting time trudging across the campsite to fill up your fresh water carrier with the <em>Truma Ultraflow Waterline</em>.</h3> <p style=""text-align: justify;"">Perfect for serviced pitches, simply connect the water inlet hose to a mains water supply for a limitless supply of fresh water:</p> <ul> <li style=""text-align: justify;"">15 metre <em>hose pipe</em> connects the mains water supply to your <strong>Ultraflow</strong> system.&nbsp;</li> <li style=""text-align: justify;"">Comes complete with piston connector, 'hoselock' connector and a special inline pressure reducing valve to prevent mains water pressure entering the caravan.</li> <li style=""text-align: justify;"">Hose is made from food safe plastic.</li> <li style=""text-align: justify;"">Hose fittings included.</li> <li style=""text-align: justify;"">New version</li> <li style=""text-align: justify;""><em>Truma Ultraflow Waterline 46091-01</em></li> </ul>",79.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Truma Ultraflow Waterline caravan motorhome water hose is sent next working day",none,8,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Water Pumps",10451,q/332/46091-01_Truma_ultraflow_waterline__88238__75182.jpg,"Truma Ultraflow Waterline 15m Water Hose Pipe for caravans and motor homes 46091-01",Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Truma Ultraflow Waterline 15M Water Hose Pipe for Caravan & Motorhome","truma, ultraflow, waterline, hosepipe, hose pipe, water supply, water inlet, mains water, connection, caravan, motorhome, fresh, water, 46091-01,","Truma Ultraflow waterline 15m mains supply hosepipe fresh water inlet pipe for caravans and motorhomes",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/truma/ultraflow/waterline/water/hosepipe/,,,46091-01,,
Product,2464,"Reich Deluxe White Cold  Tap F240 For Campervan Caravan Motorhome",P,F240,,Reich,,Right,"<h1>Reich Deluxe White Cold&nbsp; Tap F240 For Campervan Caravan Motorhome</h1> <h2>Overview</h2> <p>Reich Deluxe Single Cold Tap In White Suitable For Pressure Systems To 40 p.s.i, Or Microswitched Submersible Pumps</p> <!-- <h2>Specifications</h2> <ul> <li>Cable Length 300mm</li> <li>Hole Diameter Requirement 21mm</li> <li>Water Connections 1/2 Inch or 3/8ths stepped barbed tails</li> <li>Height 40mm</li> <li>Colour White</li> </ul>-->",21.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.1100,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Kitchen Equipment/Taps;Caravan, Campervan & Motorhome/Bathroom Equipment;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Taps",10452,m/674/F240__16123.jpg,"Reich F240 Campervan Cold Tap",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reich, F240, Tap, Campervan Tap, Cold Tap, "," Reich Deluxe White Cold Tap F240 For Campervan Caravan Motorhome (F240)","Reich, F240, Tap, Campervan Tap, Cold Tap, ","Reich Deluxe White Cold Tap F240 Suitable For Campervan Caravan Motorhome (F240)",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/reich-deluxe-white-cold-tap-f240-for-campervan-caravan-motorhome/,,,F240,,"""Cable Length=300mm"";""Hole Diameter Requirement=21mm"";""Water Connections=1/2 Inch or 3/8ths stepped barbed tails"";Height=40mm;""Material=High-quality Plastic"";Colour=White"
Product,2465,"Reich Deluxe Mixer Tap White F245",P,F245,,Reich,,Right,"<h1>Reich Deluxe Mixer Tap White F245&nbsp;</h1> <p>The Reich Deluxe Mixer Tap Is An Ideal Campervan Tap Where Space Is Limited</p> <h2>Overview</h2> <ul> <li>Height 40mm</li> <li>Fold down swivel spout</li> <li>Cable length&nbsp;</li> <li>Complete with microswitch</li> <li>Max 40 p.s.i</li> </ul> <p>&nbsp;</p>",44.95,0.00,0.00,0.00,0.0000,N,"12 Months",0.1100,0.0000,0.0000,0.0000,Y,Y,"In stock and sent with a Next Working Day courier service!",none,1,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Kitchen Equipment/Taps;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Taps",10453,e/014/f245__23958.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reich, Tap, Mixer Tap, F245, Campervan Tap,","The Reich Deluxe Mixer Tap White F245 Campervan Caravan Motorhome","Reich, Tap, Mixer Tap, F245, Campervan Tap,","The Reich Deluxe Mixer Tap White F245 For Campervan Caravan Motorhome",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/reich-deluxe-mixer-tap-white-f245/,,,F245,,"""Material=High-quality Plastic"";Colour=White"
Product,2466,"TN Power Lithium Iron Phosphate (LiFePO4) Campervan Battery 12V 110AH",P,TN-LFP12.8V110AH,,,,Right,"<h1>TN Power Lithium Iron Phosphate (LiFePO4) Campervan Battery 12V 110AH</h1> <h2>Overview</h2> <p>Up to 40% lighter than conventional lead acid batteries at just 10.2kg, and u<span>sing the technology of lithium iron phosphate cell, superior safety, thousands of cycles, 100% Depth Of Discharge, under normal conditions.</span></p> <h2><span>Features</span></h2> <ul> <li><span>Battery type: Lithium Iron Phosphate (LiFePO4)</span></li> <li><span>Dimensions: L: 355mm x W: 176mm x H: 189mm INC Terminals</span></li> <li><span>Weight 10.2kg</span></li> <li><span>Warranty 2 Years</span></li> <li><span>Internal Cell Balancing</span></li> <li><span>Built In Automatic Overcharge Protection</span></li> <li><span>Maintenance Free</span></li> </ul> <h3><span style=""color: #ff0000;"">Please note that these batteries cannot be used with standard split charge relays, or voltage sensitive relays.</span></h3> <h3><span style=""color: #ff0000;"">These batteries ARE compatible with DC-DC Chargers <span style=""color: #000000;"">(<a href=""https://www.jacksonsleisure.com/caravan-motorhome/electrical/sterling-12v-30-amp-or-60-amp-campervan-motorhome-battery-to-battery-charger/"" target=""_blank"">Click Here</a>)</span></span></h3> <p>&nbsp;</p>",699.00,0.00,0.00,0.00,0.0000,N,"2 Years",33.1000,0.0000,0.0000,0.0000,Y,N,"3-5 days from order","by product",0,0,"Caravan, Campervan & Motorhome/Electrical/Leisure Batteries",10473,g/477/Lifpo4__50362.jpg,"TN-LFP12.8V110AH Campervan Lithium Battery",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TN-LFP12.8V110AH, Lithium Battery, Campervan Battery, Leisure Battery, LiFEPo4,","TN Power Lithium Iron Phosphate (LiFePO4) Campervan Battery 12V 110AH","Lithium, Battery, Campevan Battery, TN-LFP12.8V110AH, Caravan Battery, Leisure Battery,","TN Power Lithium Iron Phosphate (LiFePO4) Campervan Battery 12V 110AH",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/tn/power/lithium/lifepo4/campervan/leisure/battery/12v/110ah/,,,TN-LFP12.8V110AH,,
Product,2467,"W4 Straight Water Pipe Adapter 12mm to 12mm - Barbed to Speedfit",P,31268,,"John Guest",,Right,"<h1>W4 Straight Water Pipe Adapter 12mm Barbed to 12mm Push Fit connections&nbsp;</h1> <p>The ideal solution for any water system which has a combination of barbed and push fit connections, this adapter is designed for connecting 12mm hose to 12mm pipe work.</p> <p><span style=""color: #ff0000;""><strong>These fittings are designed to go from John Guest pipe to flexible hose</strong></span></p>",8.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"Barbed to speedfit water pipe adapter is sent via 2-3 working days delivery",none,21,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Water Tanks & Plumbing;Caravan, Campervan & Motorhome/Water Tanks & Plumbing/Plumbing",10474,d/962/W4_12mm_to_12mm_Barbed_Straight_Adapter_QQ055206__72965.jpg,"W4 Straight Water Pipe Adapter 12mm to 1/2 inch",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"John Guest, W4, Push Fit, Water Pipe, Connecters,31268, QQ055206,055206, JG","W4 Straight Water Pipe Adapter 12mm to 1/2 inch","W4, Straight Connectors, Water Pipe,  John Guest,","W4 Straight Water Pipe Adapter 12mm to 1/2 inch",,,,New,N,N,,N,,,-3,"Default Tax Class",,N,/caravan-motorhome/w4-straight-water-pipe-adapter-12mm-to-12mm-barbed-to-speedfit/,,,31268,,fbt-product=/caravan-motorhome/john-guest-12mm-hot-and-cold-water-pipe/
Product,2468,"Thule Rain Blocker G2 Privacy Room Minivan Ford Transit Custom SWB Volkswagen T5/T6",P,301329,,Thule,,Right,"<h1>Thule Rain Blocker G2 Complete Awning Privacy Room For Minivans, Ford Transit Custom and T5/T6 SWB</h1> <h2>Overview</h2> <p style=""text-align: justify;"">This privacy room made entirely of Thule Rain Blocker G2 panels forms a complete privacy room allowing you to transform your 2.6m Thule Omnistor 4900 or 5102 awning.</p> <p style=""text-align: justify;"">The kit consists of a set of two side panels and 2 front panels which are 1.27m in length, with the panels being the G2 rain blocker panels they offer protection from wind as well as rain with each panel allows light to shine through its large transparent window. Each privacy room kit is supplied with a luxury bag which stores your panels, rafters and fixation material. Due to its size this is only available for the list of vehicles below if they have a current Omnistor 4900 or 5102 awning with a 2.6m length.</p> <h3 style=""text-align: justify;"">Compatible Vans:</h3> <ul> <li>Volkswagen T5/T6 (Inc California)</li> <li>Ford Custom</li> <li>Ford Custom Nugget</li> <li>Peugot Traveller, Citroen Spacetourer (Campster), Toyota Proace</li> <li>Renault Traffic</li> <li>Mercedes Benz V-Klasse Marco Polo</li> <li><span style=""color: #ff0000;"">Any returns that you have ordered incorrectly are subject to a restocking charge. For advice please call before ordering 0151 334 0222</span></li> </ul>",669.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"#Usually 2-3 day delivery",none,0,0,"Caravan, Campervan & Motorhome;Awnings ;Awnings /Privacy Rooms & Panels/Thule Privacy Rooms Blockers & Side Panels;Awnings /Wind Out Awnings/Thule Awnings/Thule Residence Rooms & Panels",10487,n/534/RainBlockerPrivacyRoom__82580.JPG,"Thule Smart Panel Rain Blocker ",Y,0,10478,w/604/smart-panel-2__83943.jpg,"Smart Panels",N,1,10476,f/211/smart-panel-4__96071.jpg,"Fixings for panels",N,2,10477,m/777/smart-panel-3__68300.jpg,"Thule Rain Blocker Fixation poles",N,3,12344,r/247/thule-rain-blocker-set__73931.png,"Rain Blocker set includes",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thule Rain Blocker G2 Small Van Awning Privacy Room for Minivan Ford Transit Custom","Thule, Rain, Blocker, G2, Small Van, Awning, Privacy, Room, Volkswagen, T5/T6,","The Thule Rain Blocker G2 Awning Privacy Room fits a number of mini van systems",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/thule/rain/blocker/g2/awning/privacy/room/volkswagen/t5/t6/,,,,,
