"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Product Image ID - 26","Product Image File - 26","Product Image Description - 26","Product Image Is Thumbnail - 26","Product Image Sort - 26","Product Image ID - 27","Product Image File - 27","Product Image Description - 27","Product Image Is Thumbnail - 27","Product Image Sort - 27","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,1903,"Glass Sliding Window Fiat Ducato / Citroen Relay / Peugeot Boxer Front Driver UK",P,BW98125,,JLS,,Right,"<h1>Campervan Bonded Privacy Glass with Sliding Window&nbsp;Ducato, Boxer, Relay L2/L3/L4 2006 onwards</h1> <h2>Front right hand window for Ducato, Relay and Boxer campervans</h2> <p>Manufactured to OEM standard, this bonded van window is suitable for the right hand variants of the Fiat Ducato, Relay and Boxer camper vans. Our tempered windows are 'E' stamped, which means they meet the strict European safety standard&nbsp;<span>UN/ECE R43, ensuring this glass is safe for use on vehicles.</span></p> <h2>Ideal for van conversions</h2> <p>Whether you are converting a Fiat Ducato, Peugeot Boxer or Citroen Relay into a campervan, or simply require more light in the relay van you work in, these Fiat Ducato bonded windows are a neat, tidy and practical solution. These windows match the specifications of windows fitted in the factory by manufacturers, ensuring you are receiving a fully compatible and high quality window.</p> <h2>Strength and privacy as standard</h2> <p>As with all our bonded windows, this bonded window for the Ducato models is tempered and features a permanent 80% tint which not only looks sleek, but also helps to reduce glare and UV in the van, as well as offering privacy to the user. As these windows are tempered, they will shatter into small pieces instead of sharp shards when broken, reducing the chance of injury in the event of an accident substantially.</p> <h3>Campervan bonded window features:</h3> <ul> <li>Tempered glass ensures no sharp shards if broken</li> <li>80% privacy tinted</li> <li>'E' stamped to ensure compliance with strict European safety regulations on vehicle windows</li> <li>Fritted glass - ceramic dot pattern at edges hides visibility of cut metal</li> </ul> <h3>Compatible with:</h3> <ul> <li>Fiat Ducato L2/L3/L4 2006 - Front Right Hand</li> <li>Citroen Relay L2/L3/L4 2006 - Front Right Hand</li> <li>Peugeot Boxer L2/L3/L4 2006 - Front Right Hand</li> </ul> <p><strong><span style=""color: #ff0000;"">Not suitable for SWB vehicles.&nbsp;</span></strong></p>",169.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Fiat Ducato bonded windows are ususally sent on a next working day carrier","by product",0,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Van Glass Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows/Bonded Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific/Ducato\/ Boxer\/ Relay/Windows and Roof Lights",14584,c/282/right-centre-jls__90107.jpg,"Fiat Ducato van glass panel for van conversion",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Window, Fiat, Ducato, Van, Sliding ,Privacy , Bonded window, Right Hand, Front,BW1001,","Ducato/Jumper/Boxer Campervan Privacy Glass Sliding Window","Van window, Campervan window, Sliding, Bonded. Fiat, Ducato, Right Hand, Window, Van,","Privacy window for Fiat Ducato, Citroen Relay and Peugeot Jumper vans, manafactured to the OEM standard. Perfect for campervans. Fast UK delivery!",,,,New,N,N,,N,,,1,"Default Tax Class",,N,/caravan-motorhome/windows-rooflights/glass-sliding-window-fiat-ducato-citroen-relay-peugeot-boxer-front-driver-uk/,,,,,"""Position=Front right hand side (UK drivers side)"";""Size=1265mm x 665mm"";""Privacy tint=80%"";Tempered=Yes;""Compatibility=H2 - MWB (L2) LWB (L3) XLWB (L4)"";fbt-product=/caravan-motorhome/windows-rooflights-curtains/winbond-ultra-cure-campervan-window-installation-kit-w-two-cartridges/;has-popup=popup"
Product,1904,"VW T5 T6 LWB Bonded Privacy Glass Fixed Window - Rear Right Hand LWB",P,BW1017,,JLS,,Right,"<h1>Bonded Window for VW Volkswagen Transporter T6 T5 LWB Right / Driver Side Rear Fixed Privacy Glass</h1> <p><br />Manufactured to OEM standard, this bonded window is suitable for the right (driver side on RHD vehicles) side of the LWB (long wheel base) variant of the VW Volkswagen Transporter T5 and T6 vans.</p> <h2>Strength and privacy as standard</h2> <p>As with all our bonded windows, this bonded window for the VW Volkswagen Transporter T5 and T6 models is tempered and features a permanent 80% tint which looks sleek and helps to reduce glare and UV as well as offering privacy to the user.</p> <h3>Bonded Window Specification:</h3> <p>Position: Rear right (driver on RHD vehicle)&nbsp;side<br />Size: 920mm x 570mm<br />Tint: 80% (20% visibility)<br />Tempered: Yes</p> <h3>Model Compatibility</h3> <ul> <li>Volkswagen Transporter T5 LWB</li> <li>Volkswagen Transporter T6 LWB</li> </ul>",64.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock Volkswagen T5 T6 bonded windows are sent on a next working day courier service!",none,0,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Van Glass Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows/Bonded Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific/VW Transporter/Windows",14582,x/307/vw-right-rear__59760.jpg,"VW T5 T6 LWB Bonded Privacy Glass Fixed Window - Rear Right Hand ",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bonded windows campervan t5 t6 transporter volkswagen vw volkswagon privacy glass tinted tempered lwb long wheel base rear right side driver side","VW T5 T6 LWB Bonded Privacy Glass Fixed Window - Rear Right Hand ","bonded, window, campervan, t5, t6, transporter, vw, right, driver, lwb","Bonded window VW Volkswagen Transporter T5 T6 rear right driver Side Fixed Privacy Glass for LWB campervan strength tempered tinted",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/volkswagen/vw/bondedwindow/transporter/t5/t6/lwb/right/rear,,,,,fbt-product=/caravan-motorhome/windows-roof-lights/copy-of-vw-t5-t6-campervan-blackout-curtains-kit-black-grey-swb/;fbt-product=/caravan-motorhome/windows-rooflights-curtains/winbond-ultra-cure-campervan-window-installation-kit-w-two-cartridges/;has-popup=popup
Product,1905,"VW T5 T6 LWB Bonded Privacy Glass Fixed Window - Rear Left Hand LWB",P,BW1018,,JLS,,Right,"<h1>Volkswagen Transporter T5/ T6 LWB Bonded Privacy Glass Fixed Window - Rear Left Hand</h1> <p><br />Manufactured to OEM standard, this bonded window is suitable for the left (passenger side on RHD vehicles) side of the LWB (long wheel base) variant of the VW Volkswagen Transporter T5 and T6 vans.</p> <h2>Strength and privacy as standard</h2> <p>As with all our bonded windows, this bonded window for the VW Volkswagen Transporter T5 and T6 models is tempered and features a permanent 80% tint which looks sleek and helps to reduce glare and UV as well as offering privacy to the user.</p> <h3>Bonded Window Specification:</h3> <p>Position: Left (passenger on RHD vehicle)&nbsp;side<br />Size: 920mm x 570mm<br />Tint: 80% (20% visibility)<br />Tempered: Yes</p> <h3>Model Compatibility</h3> <ul> <li>Volkswagen Transporter T5 LWB</li> <li>Volkswagen Transporter T6 LWB</li> </ul>",64.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"In stock Volkswagen T5 T6 bonded windows are sent on a next working day courier service!",none,0,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Van Glass Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Windows/Bonded Windows;Caravan, Campervan & Motorhome/Conversion Equipment/Campervan Specific/VW Transporter/Windows",13848,g/657/vw-left-rear__93596.jpg,"VW left rear camper window tinted",Y,0,9734,q/213/VW_T5_Front___03932.jpg,"VW T5 T6 LWB Bonded Privacy Glass Fixed Window - Rear Left Hand ",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volkswagen Transporter T5/ T6 LWB Bonded Privacy Glass Fixed Window - Rear Left Hand ","bonded, window, campervan, t5, t6, transporter, vw, left, passenger, LWB","Bonded window VW Volkswagen Transporter T5 T6 rear Left Side Fixed Privacy Glass for LWB campervan with strength tempered tinted",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/volkswagen/vw/bondedwindow/transporter/t5/t6/lwb/left/rear,,,,,fbt-product=/caravan-motorhome/windows-roof-lights/vw-t5-t6-campervan-blackout-curtains-kit-black-grey-lwb/;fbt-product=/caravan-motorhome/windows-rooflights-curtains/winbond-ultra-cure-campervan-window-installation-kit-w-two-cartridges/;has-popup=popup
Product,1906,"Dometic Micro Heki Campervan Caravan Rooflight",P,Micro-Heki,,Dometic,"Dometic Micro Heki",Right,"<h1>Dometic Micro Heki Campervan Caravan Rooflight</h1> <p>The Dometic 280 x 280mm Heki rooflight to compliment the immensely popular Heki S and Heki Style ranges in 400 x 400mm.</p> <h2>Ultra compact solution</h2> <p>Ideal for allowing more light into your Campervan, Motorhome or Caravan Bathroom, whilst maintaining privacy, the Dometic Micro Heki Rooflight is the smallest of the Heki range, and comes complete with flyscreen and optional blind built in.</p> <h2>Balance Shade and Light</h2> <p>Using the blind, you can play with just the right amount of light or shade as you wish, and all whilst keeping insects out of the campervan or motorhome using the integral flyscreen. The Dometic Micro Heki has a double glazed roof dome which is tinted on the outside and opens in two steps to a maximum angle of 50&deg;. A special locking device keeps the opened window firmly in position.</p> <h2>With or Without Fixed Ventilation?</h2> <ul> <li><strong>Fixed Ventilation</strong>: Allows some air in even when closed, ideal for caravans that need constant airflow to prevent condensation buildup. May cause whistling noise while traveling.</li> <li><strong>Without Fixed Ventilation</strong>: Creates a complete seal when closed, better for campervans and motorhomes where ventilation during travel is less important and noise reduction is desired.</li> </ul> <p>&nbsp;</p> <p><a title=""Click Here For Installation Kit"" href=""https://www.jacksonsleisure.com/caravan-motorhome/windows-rooflights/dometic-micro-heki-fixing-installation-kit/""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/moved-911cacdc8514b192daeba7e296e238c5.png"" alt="""" /></a></p> <h2>Features</h2> <ul> <li>Inner frame with fly screen (can be adjusted separately) and optional darkening blind</li> <li>This model comes forced ventilation or without forced ventilation</li> <li>Maximum opening angle: 50&deg;</li> <li>Double acrylic glazing, tinted on the outside</li> <li>Lockable vent position</li> </ul> <h2>Dimensions</h2> <ul> <li>Dimensions product depth 370mm</li> <li>Dimensions product height 370mm</li> <li>Dimensions product width 408mm</li> <li>Cut out height 280mm</li> <li>Cut out width 280mm</li> <li>Possible material thickness 1 min 23&nbsp;mm</li> <li>Possible material thickness 1 max 42&nbsp;mm</li> <li>Net weight 1.60&nbsp;kg</li> </ul> <h3>User Manual:</h3> <p><img src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/javascript/tinymce/themes/advanced/img/trans.gif"" alt="""" /><img src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/javascript/tinymce/themes/advanced/img/trans.gif"" alt="""" /><img class=""__mce_add_custom__"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/javascript/tinymce/themes/advanced/img/trans.gif"" alt="""" width=""1"" height=""1"" /><img src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/javascript/tinymce/themes/advanced/img/trans.gif"" alt="""" /><a href=""https://www.jacksonsleisure.com/content/pdf/dometic/roof_lights/DometicMicroHeki.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""download-manual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""download-manual.jpg"" width=""202"" height=""73"" /></a></p>",84.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Dometic Micro Heki Rooflight is sent on a next working day carrier",none,2147483642,0,"Caravan, Campervan & Motorhome/Windows & Rooflights;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights;Caravan, Campervan & Motorhome/Windows & Rooflights/Rooflights/Standard Rooflight",7438,d/199/Micro_heki__28634.png,,Y,0,7624,q/186/micro-h-9104117683-p402_27-1__21370.jpg,,N,1,7622,u/470/micro-h-9104117681-p404_27__37151.jpg,,N,2,7623,a/166/micro-h-9104117682-p405_27__54904.jpg,,N,3,7625,l/426/micro-h-9104117684-p407_27__91221.jpg,,N,4,7626,x/500/micro-heki__44172.jpg,,N,4,8199,f/652/dometic-micro-heki__18759.jpg,,N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Micro, Heki,  Rooflight, Vent, Dometic.","Dometic Micro Heki Campervan Caravan Rooflight","Dometic, Micro, heki, caravan, motorhome, RV, campervan,  roof, light, vent, rooflight","The Seitz Micro Heki Roof Light Vent provides ventilation, radiance and even insulation for your caravan or motorhome and is easily adjustable,",,,,New,N,N,,N,,,0,"Default Tax Class",4.0157E+12,N,/caravan-motorhome/dometic-micro-heki-campervan-caravan-rooflight/,,4.0157E+12,,,"""Model=Micro Heki"";""Outer Dome Dimensions (mm)=370 x 370"";""Roof Cut Out (mm)=280 x 280"";""Suitable Roof Thickness (mm)=23 - 60 mm"";""Integrated Fly Screen=Yes"";""Integrated Blind=Optional"";""Opening Operation=Lever"";""Ventilation=With or Without Fixed Ventilation"";""Integrated Fan=No"";""With LED=No"";""Weight Kg=2.37 Kg"";SKU=-;fbt-product=/caravan-motorhome/dometic-micro-heki-fixing-installation-kit/"
"  SKU",3847,"[S]Ventilation=With Fixed Ventilation,[S]Screen Options=Flyscreen",,9104117434,,,,,,99.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3848,"[S]Ventilation=Without Fixed Ventilation,[S]Screen Options=Flyscreen",,9104117435,,,,,,104.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3849,"[S]Ventilation=With Fixed Ventilation,[S]Screen Options=Flyscreen and Darkening",,9104117679,,,,,,107.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",3850,"[S]Ventilation=Without Fixed Ventilation,[S]Screen Options=Flyscreen and Darkening",,9104117680,,,,,,109.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",5105,,,9104117434,,,,,,[FIXED]99.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",5106,,,9104117435,,,,,,[FIXED]104.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",5107,,,9104117679,,,,,,[FIXED]107.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",5108,,,9104117680,,,,,,[FIXED]109.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1907,"Spinflo Aspire 3/4 Height Campervan Motorhome Caravan Oven",P," SCK13998-SP",,Thetford,,Right,"<h1>Spinflo Aspire 3/4 Height Campervan Motorhome Caravan Oven</h1> <h2><span class=""productlist12"">The Thetford Spinflo Aspire 3/4 height</span></h2> <p><span class=""productlist12"">Features a 3 burner gas, and 1 electric hob Stainless Steel Cooker Hob has a sleek, sophisticated design and combines all essential units of your domestic kitchen (grill, oven and hob) within a space efficient unit that should fit neatly in your caravan or motorhome without using up too much vital space!</span><span class=""productlist12"">&nbsp;</span></p> <h2><span class=""productlist12"">Practical and stylish</span></h2> <p><span class=""productlist12"">Featuring an anti rattle shelf, drop down lid, smoked glass with stainless steel cladding and t-bar handles, as well as fan assisted cooling and a 12V ignition the Spinflo Aspire LPG 3 Burner + 1 electric hob Cooker for Caravan and Motorhome is a top of the line cooker unit with an innovative, stylish design. </span></p> <h2><span class=""productlist12"">Specifications</span></h2> <ul> <li><span class=""productlist12"">12v ignition</span></li> <li><span class=""productlist12"">This is a built in design, NOT a free standing Oven</span></li> <li><span class=""productlist12"">Fuel: propane or butane</span></li> <li><span class=""productlist12"">Separate oven and grill</span></li> <li><span class=""productlist12"">1.5kw grill burner</span></li> <li><span class=""productlist12"">Flame failure device on all burners</span></li> <li><span class=""productlist12"">3+1 burner hob (2 x 2kw, 1 x 1.5kw, 1 x 1kw)</span></li> </ul> <h2><span class=""productlist12"">Dimensions</span></h2> <ul> <li><span class=""productlist12"">870mm High x 500mm Wide x 540mm Deep</span></li> <li><span class=""productlist12"">Weight 32.2kg</span></li> </ul> <h3><span class=""productlist12"">All Thetford cooking appliances have a 3 year warranty</span></h3> <ul> <li><span class=""productlist12"">Please ensure you have measured the oven correctly before purchasing, re-stock fees can apply if an oven has been opened.</span></li> <li><span class=""productlist12""><span style=""color: #ff0000;"">All gas appliances must be fitted by a qualified gas engineer, failure to comply will affect your warranty.</span></span></li> </ul> <h2>Short Video click the link below</h2> <p><iframe src=""https://www.youtube.com/embed/jeSYOEAEm2o?rel=0&amp;showinfo=0"" width=""560"" height=""315"" frameborder=""0""></iframe></p> <p>&nbsp;</p>",629.00,0.00,0.00,0.00,0.0000,N,"Thetford cookers come with a three year warranty.",50.0000,0.0000,0.0000,0.0000,Y,N,"The Thetford Spinflo Aspire Caravan Cooker is sent on a next working day pallet delivery","by product",0,0,"Caravan, Campervan & Motorhome/Kitchen Equipment;Caravan, Campervan & Motorhome/Kitchen Equipment/Ovens, Grills & Cookers;Caravan, Campervan & Motorhome",7441,y/921/SCK13998_-_Aspire_1_3-4__73401.jpg,,Y,0,12692,z/700/k1520-all-gas__39026.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"spinflo, aspire, 4 burner, cooker, Electric, oven, hob, thetford, caravan, motorhome. 3/4,spinflow ","Spinflo Aspire 3/4 Height Campervan Motorhome Caravan Oven","spinflo, aspire, 4 burner, stainless steel, cooker, hob, caravan, motorhome","The Spinflo Aspire features a 4 burner hob, oven and grill with compact dimensions for a tidy caravan or motorhome installation with a sleek design. ",,,,New,N,N,,N,,,0,"Default Tax Class",SCK13998-SP,N,/caravan-motorhome/spinflo-aspire-3-4-height-campervan-motorhome-caravan-oven/,,,SCK13998-SP,,"""Dimensions=H870mm x W500 x D540mm mm"""
