"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Product Image ID - 11","Product Image File - 11","Product Image Description - 11","Product Image Is Thumbnail - 11","Product Image Sort - 11","Product Image ID - 12","Product Image File - 12","Product Image Description - 12","Product Image Is Thumbnail - 12","Product Image Sort - 12","Product Image ID - 13","Product Image File - 13","Product Image Description - 13","Product Image Is Thumbnail - 13","Product Image Sort - 13","Product Image ID - 14","Product Image File - 14","Product Image Description - 14","Product Image Is Thumbnail - 14","Product Image Sort - 14","Product Image ID - 15","Product Image File - 15","Product Image Description - 15","Product Image Is Thumbnail - 15","Product Image Sort - 15","Product Image ID - 16","Product Image File - 16","Product Image Description - 16","Product Image Is Thumbnail - 16","Product Image Sort - 16","Product Image ID - 17","Product Image File - 17","Product Image Description - 17","Product Image Is Thumbnail - 17","Product Image Sort - 17","Product Image ID - 18","Product Image File - 18","Product Image Description - 18","Product Image Is Thumbnail - 18","Product Image Sort - 18","Product Image ID - 19","Product Image File - 19","Product Image Description - 19","Product Image Is Thumbnail - 19","Product Image Sort - 19","Product Image ID - 20","Product Image File - 20","Product Image Description - 20","Product Image Is Thumbnail - 20","Product Image Sort - 20","Product Image ID - 21","Product Image File - 21","Product Image Description - 21","Product Image Is Thumbnail - 21","Product Image Sort - 21","Product Image ID - 22","Product Image File - 22","Product Image Description - 22","Product Image Is Thumbnail - 22","Product Image Sort - 22","Product Image ID - 23","Product Image File - 23","Product Image Description - 23","Product Image Is Thumbnail - 23","Product Image Sort - 23","Product Image ID - 24","Product Image File - 24","Product Image Description - 24","Product Image Is Thumbnail - 24","Product Image Sort - 24","Product Image ID - 25","Product Image File - 25","Product Image Description - 25","Product Image Is Thumbnail - 25","Product Image Sort - 25","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",6999,"[S]Solar Panel Size=40w",,STFFP40,,,,,,220.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7000,"[S]Solar Panel Size=60w",,STFFP60,,,,,,260.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7001,"[S]Solar Panel Size=90w",,STFFP90,,,,,,320.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7002,"[S]Solar Panel Size=120w",,STFFP120,,,,,,400.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9929,"[S]Solar Panel Size=200w",,STFFP200,,,,,,595.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",11654,,,STFFP40,,,,,,[FIXED]220,,,,,,,,,,,Y,Y,,,,,,,11654_source_1743765602.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",11655,,,STFFP60,,,,,,[FIXED]260,,,,,,,,,,,Y,Y,,,,,,,11655_source_1743765623.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",11656,,,STFFP90,,,,,,[FIXED]320,,,,,,,,,,,Y,Y,,,,,,,11656_source_1743765632.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",11657,,,STFFP120,,,,,,[FIXED]400,,,,,,,,,,,Y,Y,,,,,,,11657_source_1743765641.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",15907,,,STFFP200,,,,,,[FIXED]595,,,,,,,,,,,Y,Y,,,,,,,15907_source_1743765682.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1287,"Slimedge MHD Low Profile Campervan Solar Panel Kit",P,,,,,Right,"<p>Slimedge MHD Low Profile Campervan Solar Panel Kit</p> <p>The SlimEdge MHD kit provides everything you need to easily install your solar panel and connect it to your leisure battery. Our SlimEdge solar panels are available in four sizes, ranging from 100W to 200W, catering to diverse energy requirements. Whether you need a continuous trickle feed to prevent battery drain in your caravan, motorhome, or boat, or you're aiming for energy self-sufficiency for off-grid adventures, SlimEdge has you covered.</p> <p>Take Control of Your Solar Power</p> <p>A charge controller is vital for any solar setup. It protects your battery from overcharging and prevents reverse current drain, ensuring a reliable and efficient power system.</p> <p>Our 10A and 20A PWM charge controllers efficiently charge both 12V and 24V single or dual batteries, giving you enhanced control over your energy system. Boost Performance with MPPT Technology</p> <p>For superior performance, our MPPT charge controllers can increase your solar yield by up to 20% compared to a standard charge controller. This is achieved by intelligently modifying the voltage from your solar panel system to perfectly match your battery's requirements. This means your panels will deliver maximum power with minimal electrical loss, regardless of the weather conditions.</p> <p>The 15A MPPT Pro can charge dual batteries, while the 20A and 30A Pro Plus models are designed for single batteries.</p> <p>Stay Connected with Smart Monitoring</p> <p>All PV Logic MPPT charge controllers come with a free-to-download Bluetooth app (available on Apple and Android). This app links your smartphone to the charge controller, allowing you to easily monitor your solar system's performance, including details for your leisure battery.</p>",1.00,0.00,0.00,0.00,0.0000,N,,1.0000,0.0000,0.0000,0.0000,Y,N,,none,0,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits/Rigid Solar Panels and kits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/slimedge-mhd-low-profile-campervan-solar-panel-kit/,,,,,
Product,1288,"PV Logic Rigid Solar Panel Roof and Deck Top Kit for Motorhomes and Campervans",P,STPUMH,,"PV Logic","PV Logic Rigid Solar Panel Kit",Right,"<h1 style=""margin-top: 0px;"">PV Logic Rigid Solar Panel Kit with Charge Controller</h1> <h2 style=""margin-top: 0px;"">Mono High Density Campervan Solar Panel Roof and Deck Top Kit</h2> <p style=""margin: 0px;"">The PV Logic Rigid Solar Panel Kit with Charge Controller is available in different wattage options to suit your needs, including 100W, 125W, 150W and 200W. This Solar Panel kits are ideal for remote off-grid travel for creating self-sufficient motorhomes, marine narrow boats, and campervans. Energy generation is maximised on the Rigid Solar Battery Kit because it includes bypass diodes to minimise the effect of shadows, maximising energy generation. Suitable for powering a range of high power consumption devices including 12V TVs and 240V appliances (when used with an inverter). Additionally, this Solar Panel Kit provides a continuous trickle feed maintain and extends to battery life of any 12V battery.</p> <p style=""margin: 0px;"">&nbsp;</p> <p style=""margin: 0px;"">These Solar Panel Kits come with a 10A or 20A Charge Controller as standard. The 10A and 20A PWM Charge Controllers are capable of charging 12V and 24V single or dual batteries.</p> <p style=""margin: 0px;"">&nbsp;</p> <p style=""margin: 0px;"">Upgrade to the MPPT Pro for increased solar yield by up to 20% compared to the included 10A battery controller. The MPPT Pro artificially modifies the voltage from the solar panel to match any battery requirements, meaning that this adapts to any weather conditions to deliver maximum power with minimum electrical loss. Upgrade to the 15A MPPT Pro Charge Controller for rapid solar charging. The 15A MPPT Pro can charge dual batteries, the 20A and 30A Pro Plus models charge a single battery. The MPPT chargers come with a downloadable mobile app to monitor the performance of your solar panel so you can check on your leisure battery remotely and easily just from your phone.</p> <p style=""margin: 0px;"">&nbsp;</p> <p style=""margin: 0px;"">Additionally, you can custom your installation by choosing from the selection of fitting brackets including Premium Aero Brackets or ABS Corner Brackets. Select the right installation brackets to suit the needs of your campervan, motorhome, or boat!</p> <p style=""margin: 0px;"">&nbsp;</p> <h3 style=""margin-top: 0px;"">Rigid Solar Panel Key Features:</h3> <ul> <li>10A or 20A Dual Battery Charger included as standard, or upgrade to the 15A, 20A or 30A Charge Controllers</li> <li>A choice of installation brackets available including Premium Aero Brackets, or ABS Corner Brackets</li> <li>Water resistant and robust construction for outdoor use</li> <li>In built diode protects against battery discharge</li> <li>Tough and robust</li> <li>10-year panel warranty</li> </ul> <h3 style=""margin-top: 0px;"">Kit Contents:</h3> <ul> <li>1 x 100W, 125W, 150W or 200W MHD solar panel with 4m cable (or 2 x 1m cable with MC4 connectors for 200W kit only)</li> <li>1 x 200W MHD solar panel with 2 x 1m cable with MC4 connectors</li> <li>1 x 10A or 20A charge controller (or upgrade to 15A, 20A or 30A MPPT charge controller)</li> <li>1 x premium aero bracket fitting kit (or opt for ABS corner brackets)</li> <li>1 x cable feed gland</li> <li>1 x tube elastic adhesive</li> <li>1 x user manual</li> </ul> <h3 style=""margin-top: 0px;"">Technical Specifications:</h3> <div style=""overflow-x: auto; width: 100%; margin: 0 auto;""> <table class=""table table-striped"" style=""width: 68%; height: 10%; padding: 0px; border-spacing: 0px;"" align=""center""> <tbody> <tr> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Power</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Size</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Weight</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Watts Per&nbsp;Day</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Amp&nbsp;Hours Per&nbsp;Day</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Charge&nbsp;Controller</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Nominal Voltage</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Nominal Current</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Open&nbsp;Circuit Voltage</strong></td> <td style=""background-color: #d9d9d9; text-align: center;"" align=""center"" valign=""middle"" width=""400""><strong>Short&nbsp;Circuit Current</strong></td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">100W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1150x460x35mm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">6.9kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">600w</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">31.92A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">10A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">18.8&nbsp;VDC</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">5.32A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">22.2V</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">5.64A</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">125W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">988x670x35mm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">7.5kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">750w</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">23.52A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">20A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">31.9 VDC</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">3.92A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">37.6V</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">4.15A</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">150W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1150x670x35mm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">6.9kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">900w</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">47.88A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">20A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">18.8 VDC</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">7.98A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">22.2V</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">8.46A</td> </tr> <tr> <td style=""text-align: center;"" valign=""middle"" width=""400"">200W</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1520x670x35mm</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">11.8kg</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">1200w</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">48.00A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">20A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">25.0 VDC</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">8.00A</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">29.5V</td> <td style=""text-align: center;"" valign=""middle"" width=""400"">8.48A</td> </tr> </tbody> </table> </div> <h3 style=""margin-top: 0px;"">Downloads:</h3> <table border=""0""> <tbody> <tr> <td><a title=""100w Solar Panel Kit"" href=""https://www.jacksonsleisure.com/content/pdf/PV%20Logic/100w%20MHD%20Rigid%20solar%20panel.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""downloadmanual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""downloadmanual.jpg"" width=""171"" height=""62"" /></a></td> <td>&nbsp;</td> <td><a title=""125w Solar Panel Kit"" href=""https://www.jacksonsleisure.com/content/pdf/PV%20Logic/125w%20MHD%20Rigid%20solar%20panel.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""downloadmanual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""downloadmanual.jpg"" width=""171"" height=""62"" /></a></td> <td>&nbsp;</td> <td><a title=""150w Solar Panel Kit"" href=""https://www.jacksonsleisure.com/content/pdf/PV%20Logic/150w%20MHD%20Rigid%20solar%20panel.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""downloadmanual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""downloadmanual.jpg"" width=""171"" height=""62"" /></a></td> <td>&nbsp;</td> <td><a title=""200w Solar Panel Kit"" href=""https://www.jacksonsleisure.com/content/pdf/PV%20Logic/200w%20MHD%20Rigid%20solar%20panel.pdf"" target=""_blank""><img class=""__mce_add_custom__"" title=""downloadmanual.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/download-manual.jpg"" alt=""downloadmanual.jpg"" width=""171"" height=""62"" /></a></td> </tr> <tr> <td style=""text-align: center;"">100w Solar Panel Kit</td> <td style=""text-align: center;"">&nbsp;</td> <td style=""text-align: center;"">125w Solar Panel Kit</td> <td style=""text-align: center;"">&nbsp;</td> <td style=""text-align: center;"">150w Solar Panel Kit</td> <td style=""text-align: center;"">&nbsp;</td> <td style=""text-align: center;"">200w Solar Panel Kit</td> </tr> </tbody> </table> <!-- <p>Delivering maximum power in the smallest module size, the PV Logic 80w Solar Panel Kit is robust and dynamic as well as being weight and space efficient.</p> <p>Suitable for powering an assortment of consumption devices as well as being water resistant and suitable for outdoor use, the PV Logic 80w Kit features a high efficiency crystalline cell for reliable charging throughout the year.</p> <h3>With an 8Ah Charge Controller included</h3> <p>The PV Logic 80w Kit also comes supplied with an 8Ah Charge Controller which protects the battery from being overcharged and also prevents reverse current drain.</p> <h3>PV Logic 80w Solar Panel Kit contents</h3> <ul> <li>1 x STP080 &ndash; 80w panel</li> <li>1 x 5m Cable</li> <li>1 x Fuse</li> <li>1 x In Line Connector</li> <li>2 x Crocodile Clips</li> <li>6 x Ring Terminals</li> <li>1 x Instruction Sheet</li> <li>1 x STS01208 - 8Ah charge controller</li> </ul> <p><strong><span style=""color: #ff0000;"">Please note that there are no mounting brackets with this kit! Please choose which style of mounting bracket you would like from the related products list to the right of the page.</span></strong></p> <h3>PV Logic 80w Solar Panel Kit features</h3> <ul> <li>High efficiency crystalline cell for &ldquo;all weather&rdquo; charging</li> <li>Perfect for boat trips, extended caravan touring and for permanent fitting</li> <li>Water resistant, robust construction for outdoor use.</li> </ul>-->",305.00,0.00,0.00,0.00,0.0000,N,"10 year panel warranty",0.1000,0.0000,0.0000,0.0000,Y,Y,"Delivered within 2-3 working days!",none,0,0,"Caravan, Campervan & Motorhome/Solar/Solar Panels and Kits/Rigid Solar Panels and kits",23802,p/464/STPUMH125AEPT_copy__71844.jpg,"100w Solar Panel Roof Rack and Deck Top Kit for Motorhome Campervan and Boat",Y,0,23795,q/109/STPUMH125AEPT__67942.jpg,"125w Boat and Motorhome Roof Solar Panel",N,1,23798,m/277/STPUMH150AEPT__75732.jpg,"Solar Panel 150w Touring Off Road Van Narrowboat and Motorhome with Charge Controller",N,2,23801,v/248/STPUMH200AEPT_copy__00801.jpg,"20A Charge Controller with 200w Campervan Solar Panel",N,3,23799,t/811/rigid_bracket_2__67951.jpg,"Premium Aero Brackets for campervan top solar panel",N,4,23800,t/118/rigid_bracket_1__65952.png,"ABS Corner Brackets for motorhome roof solar panel kit",N,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"STPUMH100, STPUMH125, STPUMH150, STPUMH200, 100w, 125w, 150w, 200w, Roof Solar Panel, Deck Top, Motorhome Deck Top, Top Solar Panel, PV Logic, Solar, Panel, Kit, Charge, Controller, Motorhome Solar Panel, Campervan Solar Panel, Boat Solar Panel, Marine Solar Panel, Narrowboat Solar Panel, Canal Boat Solar Panel, Canal Barge, Canal Barge Solar Panel","Campervan Rigid Solar Panel Roof and Deck Top Kit for Motorhome and Boat","STPUMH100, STPUMH125, STPUMH150, STPUMH200, 100w, 125w, 150w, 200w, Roof Solar Panel, Deck Top, Motorhome Deck Top, Top Solar Panel, PV Logic, Solar, Panel, Kit, Charge, Controller, Motorhome Solar Panel, Campervan Solar Panel, Boat Solar Panel, Marine Solar Panel, Narrowboat Solar Panel, Canal Boat Solar Panel, Canal Barge, Canal Barge Solar Panel","The PV Logic Solar Panel Kit 100w, 125w, 150w, 200w, Campervan Roof Panel 10A 15A 20A 30A Charge Controller, Premium Aero Brackets or ABS Corner Brackets",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-campervan-motorhome/solar/solar-panels-and-kits/rigid-solar-panels-and-kits/pv-logic-rigid-solar-panel-roof-kit/,,,,,
"  SKU",9837,"[S]Select Model=100W,[S]Select Charge Controller=10/20A PWM Charge Controller,[S]Select Fitting Bracket=Premium Aero Brackets",,STPUMH100AE,,,,,,305.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9838,"[S]Select Model=100W,[S]Select Charge Controller=10/20A PWM Charge Controller,[S]Select Fitting Bracket=ABS Corner Brackets",,STPUMH100PB,,,,,,305.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9839,"[S]Select Model=100W,[S]Select Charge Controller=15A MPPT Pro Charge Controller,[S]Select Fitting Bracket=Premium Aero Brackets",,STPUMH100AEPT,,,,,,370.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9840,"[S]Select Model=100W,[S]Select Charge Controller=15A MPPT Pro Charge Controller,[S]Select Fitting Bracket=ABS Corner Brackets",,STPUMH100PBPT,,,,,,370.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9841,"[S]Select Model=100W,[S]Select Charge Controller=20A MPPT Charge Controller,[S]Select Fitting Bracket=Premium Aero Brackets",,STPUMH100AEPT20,,,,,,365.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9842,"[S]Select Model=100W,[S]Select Charge Controller=20A MPPT Charge Controller,[S]Select Fitting Bracket=ABS Corner Brackets",,STPUMH100PBPT20,,,,,,365.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9843,"[S]Select Model=100W,[S]Select Charge Controller=30A MPPT Charge Controller,[S]Select Fitting Bracket=Premium Aero Brackets",,STPUMH100AEPT30,,,,,,415.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9844,"[S]Select Model=100W,[S]Select Charge Controller=30A MPPT Charge Controller,[S]Select Fitting Bracket=ABS Corner Brackets",,STPUMH100PBPT30,,,,,,415.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",9845,"[S]Select Model=125W,[S]Select Charge Controller=10/20A PWM Charge Controller,[S]Select Fitting Bracket=Premium Aero Brackets",,STPUMH125AE,,,,,,360.00,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
